id_study,id_user,font,fam_level,avg_wpm,overall_error_rate
4794,3799,georgia,4,303.5,0.2083
4794,3799,roboto,3,188.0,0.2083
4794,3799,poppins,1,310.75,0.2083
4794,3799,source_serif_pro,1,222.75,0.2083
4794,3799,merriweather,1,221.25,0.2083
4725,3735,times,4,135.75,0.0833
4725,3735,arial,5,142.5,0.0833
4725,3735,roboto,3,158.75,0.0833
4725,3735,open_sans,4,160.5,0.0833
4725,3735,georgia,3,142.5,0.0833
4725,3735,poppins,2,170.25,0.0833
4725,3735,source_serif_pro,3,147.75,0.0833
4725,3735,merriweather,3,137.5,0.0833
4799,3803,times,3,328.0,0.3333
4799,3803,arial,3,270.25,0.3333
4799,3803,roboto,3,305.25,0.3333
4799,3803,open_sans,2,254.5,0.3333
4799,3803,georgia,3,272.5,0.3333
4799,3803,poppins,3,231.0,0.3333
4799,3803,source_serif_pro,2,328.25,0.3333
4799,3803,merriweather,3,262.25,0.3333
4757,3767,times,4,468.5,0.125
4757,3767,arial,5,250.0,0.125
4757,3767,roboto,4,328.0,0.125
4757,3767,open_sans,4,553.5,0.125
4757,3767,georgia,4,608.0,0.125
4757,3767,poppins,4,264.0,0.125
4757,3767,merriweather,4,439.0,0.125
4757,3767,source_serif_pro,5,155.0,0.125
4836,3836,times,4,563.0,0.5333
4836,3836,open_sans,5,283.0,0.5333
4836,3836,source_serif_pro,4,430.0,0.5333
4831,3831,times,4,527.0,0.875
4831,3831,merriweather,5,293.0,0.875
4832,3833,times,4,574.0,0.75
4832,3833,arial,4,216.0,0.75
4832,3833,roboto,4,400.5,0.75
4832,3833,open_sans,4,578.0,0.75
4832,3833,poppins,4,222.0,0.75
4832,3833,merriweather,4,456.0,0.75
4844,3844,times,5,293.5,0.0833
4844,3844,arial,4,297.0,0.0833
4844,3844,roboto,1,284.0,0.0833
4844,3844,open_sans,2,349.25,0.0833
4844,3844,poppins,1,310.5,0.0833
4844,3844,georgia,2,424.5,0.0833
4844,3844,source_serif_pro,2,374.5,0.0833
4844,3844,merriweather,1,333.0,0.0833
4813,3817,times,4,131.3333,0.125
4813,3817,arial,5,127.6667,0.125
4813,3817,roboto,1,113.6667,0.125
4813,3817,open_sans,4,120.75,0.125
4813,3817,georgia,3,128.25,0.125
4813,3817,poppins,1,102.5,0.125
4813,3817,source_serif_pro,3,125.75,0.125
4813,3817,merriweather,1,124.25,0.125
4821,3823,times,5,366.0,0.2083
4821,3823,arial,5,311.25,0.2083
4821,3823,roboto,4,389.5,0.2083
4821,3823,open_sans,4,386.5,0.2083
4821,3823,georgia,5,391.75,0.2083
4821,3823,poppins,2,467.25,0.2083
4821,3823,source_serif_pro,2,434.25,0.2083
4821,3823,merriweather,3,371.75,0.2083
4782,3791,open_sans,5,196.0,0.1667
4782,3791,merriweather,3,196.25,0.1667
4782,3791,source_serif_pro,3,197.6667,0.1667
4782,3791,georgia,4,173.6667,0.1667
4782,3791,poppins,4,183.0,0.1667
4782,3791,times,5,229.25,0.1667
4782,3791,arial,5,264.6667,0.1667
4782,3791,roboto,5,144.5,0.1667
4838,3838,times,4,274.25,0.2917
4838,3838,roboto,3,286.0,0.2917
4838,3838,arial,4,252.5,0.2917
4838,3838,georgia,4,291.0,0.2917
4838,3838,open_sans,5,242.0,0.2917
4838,3838,poppins,2,327.75,0.2917
4838,3838,source_serif_pro,4,280.5,0.2917
4838,3838,merriweather,3,390.0,0.2917
4801,3804,roboto,2,274.25,0.0833
4801,3804,open_sans,3,334.3333,0.0833
4801,3804,times,1,293.75,0.0833
4801,3804,arial,2,266.0,0.0833
4801,3804,georgia,1,393.0,0.0833
4801,3804,poppins,3,355.75,0.0833
4801,3804,source_serif_pro,4,338.0,0.0833
4801,3804,merriweather,3,248.25,0.0833
4856,3854,roboto,5,503.0,0.5833
4769,3778,times,4,444.0,0.0417
4769,3778,arial,3,113.0,0.0417
4769,3778,roboto,1,113.0,0.0417
4769,3778,open_sans,1,112.3333,0.0417
4769,3778,georgia,2,114.0,0.0417
4769,3778,poppins,1,109.0,0.0417
4769,3778,merriweather,2,108.0,0.0417
4769,3778,source_serif_pro,1,109.0,0.0417
4843,3843,times,4,464.0,0.75
4843,3843,arial,5,361.5,0.75
4843,3843,open_sans,4,337.3333,0.75
4843,3843,georgia,3,379.0,0.75
4843,3843,merriweather,4,392.0,0.75
4843,3843,source_serif_pro,4,419.0,0.75
4847,3846,times,5,398.5,0.2083
4847,3846,arial,5,314.75,0.2083
4847,3846,roboto,1,443.5,0.2083
4847,3846,georgia,2,329.0,0.2083
4847,3846,open_sans,2,362.0,0.2083
4847,3846,poppins,1,283.5,0.2083
4847,3846,source_serif_pro,1,370.0,0.2083
4847,3846,merriweather,2,344.75,0.2083
4786,3773,times,3,383.3333,0.1667
4786,3773,arial,4,353.25,0.1667
4786,3773,roboto,1,351.25,0.1667
4786,3773,open_sans,3,409.6667,0.1667
4786,3773,georgia,5,414.5,0.1667
4786,3773,poppins,2,388.5,0.1667
4786,3773,source_serif_pro,2,353.0,0.1667
4786,3773,merriweather,2,375.25,0.1667
4842,3842,times,2,224.75,0.2083
4842,3842,arial,4,239.75,0.2083
4842,3842,open_sans,3,249.75,0.2083
4842,3842,roboto,1,267.0,0.2083
4842,3842,georgia,1,245.5,0.2083
4842,3842,poppins,1,219.75,0.2083
4842,3842,source_serif_pro,2,218.75,0.2083
4842,3842,merriweather,1,234.5,0.2083
4865,3862,arial,4,269.0,0.7083
4865,3862,roboto,4,352.0,0.7083
4858,3856,times,4,308.75,0.25
4858,3856,arial,4,298.75,0.25
4858,3856,roboto,4,251.5,0.25
4858,3856,open_sans,4,258.25,0.25
4858,3856,georgia,4,273.5,0.25
4858,3856,poppins,4,247.5,0.25
4858,3856,source_serif_pro,4,278.25,0.25
4858,3856,merriweather,4,290.25,0.25
4793,612,times,4,292.6364,1.1515
4793,612,arial,3,339.8462,1.1515
4793,612,roboto,3,298.2,1.1515
4793,612,open_sans,4,328.375,1.1515
4793,612,georgia,3,348.0,1.1515
4793,612,poppins,3,283.36,1.1515
4793,612,source_serif_pro,4,269.7391,1.1515
4793,612,merriweather,2,296.2083,1.1515
4850,3848,roboto,4,133.0,0.7083
4850,3848,georgia,2,117.0,0.7083
4850,3848,times,3,131.0,0.7083
4850,3848,poppins,4,176.5,0.7083
4850,3848,open_sans,3,210.6667,0.7083
4850,3848,arial,3,134.5,0.7083
4850,3848,source_serif_pro,2,167.5,0.7083
4850,3848,merriweather,4,113.0,0.7083
4862,3860,times,3,238.0,0.0417
4862,3860,arial,4,263.0,0.0417
4862,3860,open_sans,2,259.25,0.0417
4862,3860,georgia,4,230.25,0.0417
4862,3860,poppins,1,239.0,0.0417
4862,3860,roboto,1,223.0,0.0417
4862,3860,source_serif_pro,2,200.75,0.0417
4862,3860,merriweather,1,247.0,0.0417
4800,612,times,4,292.6364,1.1515
4800,612,arial,3,339.8462,1.1515
4800,612,roboto,4,298.2,1.1515
4800,612,open_sans,4,328.375,1.1515
4800,612,georgia,4,348.0,1.1515
4800,612,poppins,4,283.36,1.1515
4800,612,source_serif_pro,3,269.7391,1.1515
4800,612,merriweather,4,296.2083,1.1515
4873,3869,open_sans,4,619.0,0.75
4867,3864,times,5,253.25,0.0417
4867,3864,source_serif_pro,2,287.75,0.0417
4867,3864,poppins,1,327.25,0.0417
4867,3864,merriweather,2,289.0,0.0417
4867,3864,roboto,3,305.5,0.0417
4867,3864,georgia,4,279.5,0.0417
4867,3864,arial,5,278.75,0.0417
4867,3864,open_sans,2,287.25,0.0417
4816,3819,arial,5,567.5,0.625
4816,3819,times,4,600.0,0.625
4816,3819,roboto,4,151.0,0.625
4816,3819,poppins,4,361.3333,0.625
4816,3819,georgia,4,374.0,0.625
4816,3819,open_sans,5,273.6667,0.625
4816,3819,source_serif_pro,5,455.5,0.625
4816,3819,merriweather,4,387.0,0.625
4870,3867,times,3,444.75,0.25
4870,3867,arial,3,584.0,0.25
4870,3867,roboto,3,503.5,0.25
4870,3867,open_sans,3,481.25,0.25
4870,3867,georgia,3,512.3333,0.25
4870,3867,poppins,3,471.6667,0.25
4870,3867,source_serif_pro,3,329.6667,0.25
4870,3867,merriweather,2,594.0,0.25
4853,3851,times,3,209.0,0.25
4853,3851,arial,4,127.0,0.25
4853,3851,roboto,3,130.6667,0.25
4853,3851,open_sans,3,155.0,0.25
4853,3851,georgia,3,141.6667,0.25
4853,3851,poppins,3,141.5,0.25
4853,3851,source_serif_pro,4,143.0,0.25
4853,3851,merriweather,3,135.3333,0.25
4841,3841,merriweather,5,164.75,0.4583
4841,3841,arial,3,189.75,0.4583
4841,3841,open_sans,4,192.5,0.4583
4841,3841,georgia,3,273.3333,0.4583
4841,3841,poppins,4,160.0,0.4583
4841,3841,times,2,150.0,0.4583
4841,3841,roboto,5,161.3333,0.4583
4841,3841,source_serif_pro,3,269.3333,0.4583
4849,505,times,5,503.5,0.0833
4849,505,arial,5,629.6667,0.0833
4849,505,roboto,4,407.5,0.0833
4849,505,open_sans,4,605.0,0.0833
4849,505,georgia,4,476.0,0.0833
4849,505,poppins,3,536.5,0.0833
4849,505,source_serif_pro,4,582.25,0.0833
4849,505,merriweather,3,629.5,0.0833
4878,3872,times,4,285.25,0.125
4878,3872,arial,4,357.0,0.125
4878,3872,roboto,1,315.75,0.125
4878,3872,open_sans,3,329.75,0.125
4878,3872,georgia,2,330.0,0.125
4878,3872,poppins,1,300.75,0.125
4878,3872,source_serif_pro,1,330.0,0.125
4878,3872,merriweather,2,349.25,0.125
4833,3834,times,5,166.5,0.5
4833,3834,arial,5,344.5,0.5
4833,3834,roboto,5,121.6667,0.5
4833,3834,open_sans,5,513.0,0.5
4833,3834,georgia,5,398.75,0.5
4833,3834,poppins,5,275.6667,0.5
4833,3834,source_serif_pro,4,441.3333,0.5
4833,3834,merriweather,5,346.25,0.5
4789,612,times,4,292.6364,1.1515
4789,612,arial,4,339.8462,1.1515
4789,612,roboto,3,298.2,1.1515
4789,612,open_sans,4,328.375,1.1515
4789,612,georgia,4,348.0,1.1515
4789,612,poppins,4,283.36,1.1515
4789,612,source_serif_pro,4,269.7391,1.1515
4789,612,merriweather,4,296.2083,1.1515
4855,3853,times,4,244.0,0.25
4855,3853,arial,5,304.0,0.25
4855,3853,roboto,3,262.75,0.25
4855,3853,open_sans,4,305.25,0.25
4855,3853,georgia,4,318.5,0.25
4855,3853,poppins,2,257.75,0.25
4855,3853,source_serif_pro,3,310.5,0.25
4855,3853,merriweather,2,304.5,0.25
4880,3873,times,3,342.75,0.375
4880,3873,arial,3,342.25,0.375
4880,3873,open_sans,3,376.0,0.375
4880,3873,roboto,2,363.5,0.375
4880,3873,poppins,2,366.5,0.375
4880,3873,georgia,3,380.0,0.375
4880,3873,source_serif_pro,3,367.5,0.375
4880,3873,merriweather,2,371.0,0.375
4874,3870,times,3,414.0,0.4583
4874,3870,georgia,3,448.5,0.4583
4874,3870,open_sans,3,512.3333,0.4583
4874,3870,arial,4,568.0,0.4583
4874,3870,roboto,2,425.25,0.4583
4874,3870,poppins,1,390.0,0.4583
4874,3870,merriweather,4,292.5,0.4583
4874,3870,source_serif_pro,3,403.0,0.4583
4826,3827,times,3,312.0,0.2083
4826,3827,arial,4,259.75,0.2083
4826,3827,roboto,4,294.75,0.2083
4826,3827,open_sans,5,286.0,0.2083
4826,3827,georgia,2,219.0,0.2083
4826,3827,poppins,2,279.25,0.2083
4826,3827,source_serif_pro,3,311.75,0.2083
4826,3827,merriweather,1,279.5,0.2083
4857,3855,times,5,143.0,0.1667
4857,3855,open_sans,4,206.0,0.1667
4857,3855,arial,4,180.0,0.1667
4857,3855,roboto,3,241.0,0.1667
4857,3855,georgia,5,306.0,0.1667
4857,3855,source_serif_pro,4,358.5,0.1667
4857,3855,poppins,3,158.0,0.1667
4857,3855,merriweather,5,249.0,0.1667
4883,3876,times,5,397.25,0.1667
4883,3876,arial,5,377.0,0.1667
4883,3876,open_sans,4,326.5,0.1667
4883,3876,poppins,2,386.0,0.1667
4883,3876,roboto,3,470.75,0.1667
4883,3876,georgia,4,369.5,0.1667
4883,3876,source_serif_pro,2,373.0,0.1667
4883,3876,merriweather,2,332.5,0.1667
4886,3880,times,5,258.25,0.0833
4886,3880,arial,5,239.25,0.0833
4886,3880,roboto,2,259.5,0.0833
4886,3880,open_sans,2,255.25,0.0833
4886,3880,georgia,3,259.75,0.0833
4886,3880,poppins,1,231.75,0.0833
4886,3880,source_serif_pro,2,207.75,0.0833
4886,3880,merriweather,3,248.25,0.0833
4888,3881,times,5,515.0,0.0833
4888,3881,arial,5,399.0,0.0833
4888,3881,roboto,5,550.0,0.0833
4888,3881,georgia,3,473.0,0.0833
4888,3881,poppins,3,518.0,0.0833
4888,3881,source_serif_pro,4,460.0,0.0833
4888,3881,merriweather,4,559.5,0.0833
4730,3740,times,5,148.75,0.25
4730,3740,arial,5,211.5,0.25
4730,3740,roboto,2,155.75,0.25
4730,3740,open_sans,2,197.0,0.25
4730,3740,georgia,5,153.3333,0.25
4730,3740,poppins,3,215.0,0.25
4730,3740,source_serif_pro,2,189.5,0.25
4730,3740,merriweather,4,203.25,0.25
4834,612,times,5,292.6364,1.1515
4834,612,poppins,5,283.36,1.1515
4834,612,arial,5,339.8462,1.1515
4834,612,merriweather,5,296.2083,1.1515
4834,612,roboto,5,298.2,1.1515
4834,612,source_serif_pro,5,269.7391,1.1515
4834,612,open_sans,5,328.375,1.1515
4834,612,georgia,5,348.0,1.1515
4852,3850,times,5,584.0,0.125
4852,3850,arial,5,565.6667,0.125
4852,3850,roboto,2,339.3333,0.125
4852,3850,open_sans,2,385.0,0.125
4852,3850,georgia,5,457.3333,0.125
4852,3850,poppins,2,457.25,0.125
4852,3850,source_serif_pro,2,461.25,0.125
4852,3850,merriweather,3,346.5,0.125
4884,3877,open_sans,4,171.0,0.0833
4884,3877,georgia,4,488.0,0.0833
4884,3877,poppins,4,623.0,0.0833
4884,3877,source_serif_pro,4,385.0,0.0833
4893,3886,times,3,357.5,0.5417
4893,3886,arial,4,438.3333,0.5417
4893,3886,roboto,3,362.0,0.5417
4893,3886,open_sans,4,475.0,0.5417
4893,3886,georgia,2,374.5,0.5417
4893,3886,poppins,3,378.75,0.5417
4893,3886,source_serif_pro,2,166.0,0.5417
4893,3886,merriweather,3,450.0,0.5417
4896,3888,times,4,513.0,0.0833
4896,3888,arial,4,603.0,0.0833
4896,3888,roboto,4,526.0,0.0833
4896,3888,open_sans,4,473.25,0.0833
4896,3888,georgia,4,286.0,0.0833
4896,3888,poppins,3,410.0,0.0833
4896,3888,source_serif_pro,4,374.0,0.0833
4896,3888,merriweather,4,456.0,0.0833
4891,3884,arial,5,650.0,0.0833
4891,3884,open_sans,4,202.0,0.0833
4891,3884,georgia,4,376.0,0.0833
4891,3884,poppins,4,274.0,0.0833
4891,3884,merriweather,4,584.0,0.0833
4894,3887,times,5,359.5,0.0952
4894,3887,arial,5,506.0,0.0952
4894,3887,georgia,1,357.0,0.0952
4894,3887,poppins,2,606.5,0.0952
4894,3887,source_serif_pro,2,490.0,0.0952
4885,3878,times,5,201.5,0.0833
4885,3878,arial,5,125.75,0.0833
4885,3878,roboto,4,134.25,0.0833
4885,3878,open_sans,4,228.0,0.0833
4885,3878,georgia,4,139.0,0.0833
4885,3878,poppins,3,122.0,0.0833
4885,3878,source_serif_pro,2,138.6667,0.0833
4885,3878,merriweather,2,106.0,0.0833
4901,3893,times,5,304.5,0.1667
4901,3893,arial,5,276.75,0.1667
4901,3893,roboto,2,289.25,0.1667
4901,3893,open_sans,3,301.5,0.1667
4901,3893,georgia,1,316.0,0.1667
4901,3893,poppins,1,300.5,0.1667
4901,3893,merriweather,2,278.5,0.1667
4901,3893,source_serif_pro,2,275.5,0.1667
4879,3871,roboto,3,363.5,0.4167
4879,3871,times,4,378.5,0.4167
4879,3871,georgia,5,447.25,0.4167
4879,3871,open_sans,4,363.25,0.4167
4879,3871,arial,5,304.0,0.4167
4879,3871,poppins,3,390.0,0.4167
4879,3871,source_serif_pro,5,327.0,0.4167
4879,3871,merriweather,5,398.0,0.4167
4863,612,times,4,292.6364,1.1515
4863,612,arial,5,339.8462,1.1515
4863,612,roboto,3,298.2,1.1515
4863,612,open_sans,5,328.375,1.1515
4863,612,georgia,3,348.0,1.1515
4863,612,poppins,4,283.36,1.1515
4863,612,source_serif_pro,2,269.7391,1.1515
4863,612,merriweather,3,296.2083,1.1515
4864,3861,times,5,361.25,0.1667
4864,3861,arial,5,380.25,0.1667
4864,3861,roboto,3,434.25,0.1667
4864,3861,open_sans,2,317.25,0.1667
4864,3861,georgia,2,370.25,0.1667
4864,3861,poppins,3,339.0,0.1667
4864,3861,source_serif_pro,4,346.25,0.1667
4864,3861,merriweather,5,430.0,0.1667
4914,3905,times,4,230.5,0.0417
4914,3905,roboto,2,263.75,0.0417
4914,3905,arial,3,240.5,0.0417
4914,3905,open_sans,1,268.75,0.0417
4914,3905,georgia,3,206.0,0.0417
4914,3905,poppins,2,205.25,0.0417
4914,3905,source_serif_pro,2,258.75,0.0417
4914,3905,merriweather,3,235.0,0.0417
4910,3901,arial,5,155.25,0.1667
4910,3901,times,5,187.25,0.1667
4910,3901,georgia,1,165.5,0.1667
4910,3901,roboto,1,161.0,0.1667
4910,3901,open_sans,2,179.0,0.1667
4910,3901,poppins,1,168.75,0.1667
4910,3901,merriweather,1,166.0,0.1667
4910,3901,source_serif_pro,1,186.5,0.1667
4913,3904,times,5,227.75,0.2083
4913,3904,arial,5,194.75,0.2083
4913,3904,roboto,2,196.25,0.2083
4913,3904,open_sans,1,225.25,0.2083
4913,3904,georgia,5,219.75,0.2083
4913,3904,source_serif_pro,1,230.0,0.2083
4913,3904,poppins,1,214.25,0.2083
4913,3904,merriweather,1,205.5,0.2083
4915,3906,times,5,198.3333,0.125
4915,3906,arial,5,215.25,0.125
4915,3906,roboto,3,217.25,0.125
4915,3906,open_sans,3,209.0,0.125
4915,3906,georgia,3,136.0,0.125
4915,3906,poppins,3,186.0,0.125
4915,3906,source_serif_pro,4,188.75,0.125
4915,3906,merriweather,4,220.5,0.125
4919,3910,times,4,361.0,0.125
4919,3910,arial,4,279.0,0.125
4919,3910,roboto,1,365.0,0.125
4919,3910,georgia,4,447.5,0.125
4919,3910,open_sans,3,360.0,0.125
4919,3910,poppins,1,395.5,0.125
4919,3910,source_serif_pro,1,496.0,0.125
4919,3910,merriweather,1,537.0,0.125
4859,3857,times,4,195.3333,0.0833
4859,3857,arial,5,224.6667,0.0833
4859,3857,roboto,3,276.25,0.0833
4859,3857,open_sans,4,183.0,0.0833
4859,3857,georgia,5,187.6667,0.0833
4859,3857,poppins,4,184.75,0.0833
4859,3857,source_serif_pro,3,221.75,0.0833
4859,3857,merriweather,3,220.25,0.0833
4899,3891,times,4,301.25,0.125
4899,3891,roboto,3,196.3333,0.125
4899,3891,georgia,3,192.0,0.125
4899,3891,poppins,4,211.0,0.125
4899,3891,source_serif_pro,5,169.6667,0.125
4899,3891,merriweather,5,204.6667,0.125
4912,3903,times,5,167.25,0.2083
4912,3903,arial,5,154.0,0.2083
4912,3903,roboto,2,254.75,0.2083
4912,3903,open_sans,2,299.3333,0.2083
4912,3903,georgia,4,282.75,0.2083
4912,3903,poppins,3,238.25,0.2083
4912,3903,source_serif_pro,3,239.5,0.2083
4912,3903,merriweather,2,250.0,0.2083
4766,3776,open_sans,4,170.0,0.0417
4766,3776,poppins,4,158.3333,0.0417
4766,3776,times,4,130.75,0.0417
4766,3776,arial,5,129.5,0.0417
4766,3776,roboto,3,149.0,0.0417
4766,3776,georgia,4,134.0,0.0417
4766,3776,source_serif_pro,2,120.6667,0.0417
4766,3776,merriweather,3,178.6667,0.0417
4918,3909,times,3,200.25,0.125
4918,3909,arial,4,222.75,0.125
4918,3909,georgia,2,228.5,0.125
4918,3909,open_sans,3,153.75,0.125
4918,3909,roboto,1,204.25,0.125
4918,3909,poppins,1,218.25,0.125
4918,3909,source_serif_pro,1,240.75,0.125
4918,3909,merriweather,1,233.75,0.125
4845,3845,times,4,232.6667,0.125
4845,3845,arial,5,290.75,0.125
4845,3845,roboto,5,278.0,0.125
4845,3845,open_sans,4,234.5,0.125
4845,3845,poppins,5,295.5,0.125
4845,3845,source_serif_pro,5,282.5,0.125
4845,3845,merriweather,4,286.5,0.125
4845,3845,georgia,4,284.0,0.125
4925,3916,times,5,458.0,0.1667
4925,3916,arial,5,424.75,0.1667
4925,3916,roboto,1,464.0,0.1667
4925,3916,open_sans,2,386.5,0.1667
4925,3916,poppins,1,490.0,0.1667
4925,3916,georgia,4,381.0,0.1667
4925,3916,source_serif_pro,1,338.25,0.1667
4925,3916,merriweather,2,314.0,0.1667
4898,3890,times,5,152.0,0.1667
4898,3890,arial,4,120.3333,0.1667
4898,3890,open_sans,3,139.0,0.1667
4898,3890,georgia,4,169.0,0.1667
4898,3890,poppins,4,122.5,0.1667
4898,3890,source_serif_pro,5,154.0,0.1667
4898,3890,merriweather,5,120.0,0.1667
4909,637,times,4,271.4,0.1786
4909,637,arial,5,302.5,0.1786
4909,637,roboto,5,305.0,0.1786
4909,637,open_sans,4,359.875,0.1786
4909,637,georgia,5,322.375,0.1786
4909,637,poppins,4,303.0,0.1786
4909,637,source_serif_pro,4,389.8571,0.1786
4909,637,merriweather,5,288.8571,0.1786
4835,3835,times,4,228.0,0.0833
4835,3835,arial,5,196.5,0.0833
4835,3835,roboto,3,224.5,0.0833
4835,3835,open_sans,4,151.0,0.0833
4835,3835,georgia,5,154.3333,0.0833
4835,3835,poppins,4,224.5,0.0833
4835,3835,source_serif_pro,5,138.5,0.0833
4835,3835,merriweather,4,185.6667,0.0833
4932,3922,times,5,381.6667,0.1667
4932,3922,arial,3,354.75,0.1667
4932,3922,roboto,2,348.5,0.1667
4932,3922,open_sans,2,329.0,0.1667
4932,3922,georgia,5,362.25,0.1667
4932,3922,poppins,2,411.5,0.1667
4932,3922,source_serif_pro,4,455.75,0.1667
4932,3922,merriweather,2,413.25,0.1667
4924,3915,times,3,430.3333,0.3333
4924,3915,arial,3,369.75,0.3333
4924,3915,roboto,3,350.5,0.3333
4924,3915,open_sans,3,420.0,0.3333
4924,3915,georgia,3,379.0,0.3333
4924,3915,poppins,2,265.5,0.3333
4924,3915,source_serif_pro,3,360.5,0.3333
4924,3915,merriweather,3,346.6667,0.3333
4933,3923,times,4,244.75,0.2083
4933,3923,arial,5,239.75,0.2083
4933,3923,roboto,2,258.75,0.2083
4933,3923,open_sans,3,247.5,0.2083
4933,3923,georgia,2,279.5,0.2083
4933,3923,poppins,2,219.5,0.2083
4933,3923,source_serif_pro,3,246.25,0.2083
4933,3923,merriweather,1,225.75,0.2083
4949,3940,times,4,628.0,0.7083
4968,3958,times,4,567.0,0.6667
4968,3958,arial,4,639.0,0.6667
4968,3958,merriweather,4,407.5,0.6667
4989,3978,times,5,293.0,0.25
4989,3978,arial,2,301.75,0.25
4989,3978,roboto,1,290.0,0.25
4989,3978,open_sans,1,268.0,0.25
4989,3978,georgia,1,271.5,0.25
4989,3978,poppins,1,282.25,0.25
4989,3978,source_serif_pro,1,220.25,0.25
4989,3978,merriweather,1,330.25,0.25
4986,3976,times,5,546.6667,0.3333
4986,3976,arial,5,367.5,0.3333
4986,3976,roboto,2,410.3333,0.3333
4986,3976,open_sans,5,517.25,0.3333
4986,3976,georgia,2,532.75,0.3333
4986,3976,poppins,1,383.75,0.3333
4986,3976,source_serif_pro,2,516.5,0.3333
4986,3976,merriweather,1,440.0,0.3333
5007,3995,times,5,328.5,0.2083
5007,3995,arial,5,337.0,0.2083
5007,3995,roboto,5,560.25,0.2083
4815,3818,arial,4,115.0,0.2083
4815,3818,open_sans,5,218.0,0.2083
4815,3818,poppins,4,230.0,0.2083
4815,3818,merriweather,4,453.6667,0.2083
5001,3991,times,4,158.75,0.4583
5001,3991,arial,5,123.5,0.4583
5001,3991,roboto,2,139.25,0.4583
5001,3991,open_sans,3,156.25,0.4583
5001,3991,georgia,1,157.25,0.4583
5001,3991,poppins,1,205.0,0.4583
5001,3991,source_serif_pro,2,142.6667,0.4583
5001,3991,merriweather,1,128.6667,0.4583
4920,3911,times,4,349.25,0.125
4920,3911,arial,5,334.25,0.125
4920,3911,roboto,5,303.25,0.125
4920,3911,open_sans,4,232.5,0.125
4920,3911,georgia,5,289.75,0.125
4920,3911,poppins,4,331.5,0.125
4920,3911,source_serif_pro,5,319.75,0.125
4920,3911,merriweather,5,354.0,0.125
4972,3962,times,5,272.3333,0.2083
4972,3962,arial,4,259.0,0.2083
4972,3962,roboto,4,243.25,0.2083
4972,3962,open_sans,5,264.25,0.2083
4972,3962,georgia,3,302.75,0.2083
4972,3962,poppins,5,229.0,0.2083
4972,3962,source_serif_pro,5,309.3333,0.2083
4972,3962,merriweather,4,294.0,0.2083
4928,3918,times,5,253.5,0.2083
4928,3918,arial,3,513.6667,0.2083
4928,3918,roboto,3,269.25,0.2083
4928,3918,open_sans,4,396.0,0.2083
4928,3918,georgia,4,489.0,0.2083
4928,3918,poppins,5,228.0,0.2083
4928,3918,source_serif_pro,3,501.0,0.2083
4928,3918,merriweather,5,291.0,0.2083
5013,3997,times,4,324.75,0.1667
5013,3997,open_sans,4,276.75,0.1667
5013,3997,roboto,2,213.25,0.1667
5013,3997,georgia,3,334.25,0.1667
5013,3997,arial,4,167.5,0.1667
5013,3997,poppins,1,191.0,0.1667
5013,3997,source_serif_pro,1,159.0,0.1667
5013,3997,merriweather,1,181.75,0.1667
5027,4011,times,4,293.75,0.1667
5027,4011,arial,4,243.75,0.1667
5027,4011,roboto,1,298.0,0.1667
5027,4011,open_sans,2,281.5,0.1667
5027,4011,georgia,3,280.5,0.1667
5027,4011,poppins,1,285.75,0.1667
5027,4011,source_serif_pro,1,260.0,0.1667
5027,4011,merriweather,1,268.5,0.1667
5003,3993,arial,4,241.75,0.25
5003,3993,roboto,3,266.75,0.25
5003,3993,times,4,291.0,0.25
5003,3993,open_sans,5,365.5,0.25
5003,3993,georgia,2,333.0,0.25
5003,3993,poppins,1,245.0,0.25
5003,3993,merriweather,1,282.0,0.25
5003,3993,source_serif_pro,1,307.5,0.25
5032,4015,roboto,2,379.0,0.375
5032,4015,times,4,450.3333,0.375
5032,4015,arial,4,394.75,0.375
5032,4015,georgia,4,475.25,0.375
5032,4015,open_sans,2,461.0,0.375
5032,4015,poppins,1,335.75,0.375
5032,4015,source_serif_pro,2,507.75,0.375
5032,4015,merriweather,1,326.75,0.375
5030,4013,times,4,253.25,0.0417
5030,4013,arial,4,239.75,0.0417
5030,4013,open_sans,2,246.0,0.0417
5030,4013,poppins,1,230.75,0.0417
5030,4013,georgia,2,216.0,0.0417
5030,4013,roboto,2,250.5,0.0417
5030,4013,source_serif_pro,1,193.75,0.0417
5030,4013,merriweather,1,195.75,0.0417
4969,3959,times,2,188.5,0.125
4969,3959,arial,5,150.3333,0.125
4969,3959,roboto,2,214.5,0.125
4969,3959,open_sans,3,171.5,0.125
4969,3959,georgia,5,185.5,0.125
4969,3959,poppins,1,174.0,0.125
4969,3959,source_serif_pro,5,215.5,0.125
4969,3959,merriweather,5,197.0,0.125
5031,4014,times,4,268.0,0.2083
5031,4014,arial,4,229.75,0.2083
5031,4014,roboto,2,248.0,0.2083
5031,4014,open_sans,3,239.25,0.2083
5031,4014,georgia,1,223.5,0.2083
5031,4014,poppins,2,231.5,0.2083
5031,4014,source_serif_pro,2,241.0,0.2083
5031,4014,merriweather,3,208.75,0.2083
5039,4022,times,4,245.0,0.125
5039,4022,arial,5,265.25,0.125
5039,4022,roboto,1,252.25,0.125
5039,4022,georgia,4,198.75,0.125
5039,4022,open_sans,3,260.5,0.125
5039,4022,poppins,1,217.25,0.125
