id_choice,id_user,id_study,font_a,font_b,winning_font,matchup,bracket,dwell_time_a,dwell_time_b,views_a,views_b,width,height,device,study_step,timestamp
35873,2,3880,georgia,times,times,1,winners,1313.0249999994703,2060.649999999441,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099780797
35874,2,3880,open_sans,roboto,open_sans,2,winners,2764.8950000002515,1106.3099999992119,2,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099782857
35875,2,3880,arial,poppins,poppins,3,winners,2370.1100000016595,3922.3200000014913,2,2,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099785441
35876,2,3880,source_serif_pro,merriweather,merriweather,4,winners,4077.8149999987363,5756.755000000339,2,2,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099788989
35877,2,3880,source_serif_pro,roboto,roboto,5,losers,2989.869999999428,4217.33999999924,2,2,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099791769
35878,2,3880,arial,georgia,arial,6,losers,4315.605000001597,2219.5100000008097,2,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099794649
35879,2,3880,times,open_sans,open_sans,7,winners,751.9449999999779,1515.2649999999994,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099796166
35880,2,3880,merriweather,poppins,poppins,8,winners,715.1750000011816,1725.1750000014,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099797893
35881,2,3880,times,roboto,roboto,9,losers,736.189999999624,1460.4699999999866,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099799357
35882,2,3880,merriweather,arial,arial,10,losers,649.3000000009488,1423.1250000011642,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099800783
35883,2,3880,open_sans,poppins,poppins,11,winners,647.689999999784,1992.2850000002654,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099802777
35884,2,3880,open_sans,roboto,roboto,12,losers,635.4800000008254,1319.3449999998847,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099804099
35885,2,3880,arial,roboto,roboto,13,losers,518.8349999989441,998.5899999992398,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099805101
35886,2,3880,roboto,poppins,poppins,14,final,485.9049999995477,942.124999999578,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099806045
35887,2,3880,roboto,arial,arial,14,validation,500.63000000045577,1005.4249999993772,1,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099807053
35888,2,3880,poppins,merriweather,poppins,14,validation,2363.1050000003597,1232.1200000005774,2,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099808913
35889,2,3880,roboto,source_serif_pro,roboto,14,validation,3030.9850000012375,1797.565000000759,2,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099811135
35890,2,3880,roboto,source_serif_pro,roboto,14,validation,2504.6450000008917,1512.1049999997922,2,1,1367,798,Chrome|*|Mac OS|*|undefined,normal,1616099813113
35894,2,3882,georgia,poppins,poppins,1,winners,623.4700000004523,1999.4349999997212,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100204194
35895,2,3882,open_sans,source_serif_pro,source_serif_pro,2,winners,434.7299999990355,768.2649999987916,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100204967
35896,2,3882,merriweather,times,times,3,winners,394.945000000007,705.775000000358,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100205676
35897,2,3882,roboto,arial,arial,4,winners,443.06499999947846,791.4849999997386,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100206472
35898,2,3882,roboto,georgia,georgia,5,losers,418.6500000014348,793.0400000004738,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100207270
35899,2,3882,merriweather,open_sans,open_sans,6,losers,502.74999999965075,868.7399999998888,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100208142
35900,2,3882,arial,source_serif_pro,source_serif_pro,7,winners,411.6199999989476,712.5599999999395,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100208858
35901,2,3882,times,poppins,poppins,8,winners,386.8949999996403,720.3700000009121,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100209582
35902,2,3882,open_sans,georgia,georgia,9,losers,498.39500000052794,848.6350000002858,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100210436
35903,2,3882,arial,times,times,10,losers,542.3799999989569,924.7049999994488,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100211364
35904,2,3882,source_serif_pro,poppins,poppins,11,winners,475.64500000044063,826.5749999991385,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100212194
35905,2,3882,source_serif_pro,georgia,georgia,12,losers,361.1750000000029,743.1099999994331,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100212942
35906,2,3882,times,georgia,georgia,13,losers,442.50499999907333,867.1200000007957,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100213814
35907,2,3882,georgia,poppins,poppins,14,final,483.7250000000495,940.2399999999034,1,1,1093,657,Chrome|*|Mac OS|*|undefined,normal,1616100214758
35933,2971,3923,arial,georgia,arial,1,winners,7439.759999979287,4921.979999984615,3,2,1881,898,Edge|*|Windows|*|undefined,normal,1616185822935
35934,2971,3923,times,roboto,roboto,2,winners,1026.0899999993853,2468.2800000009593,1,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185825435
35935,2971,3923,open_sans,source_serif_pro,open_sans,3,winners,4067.5850000116043,2123.814999999013,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185828638
35936,2971,3923,merriweather,poppins,poppins,4,winners,1523.2300000061514,3345.450000007986,1,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185832020
35937,2971,3923,source_serif_pro,times,source_serif_pro,5,losers,3733.0800000054296,1769.625000000815,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185834825
35938,2971,3923,merriweather,georgia,merriweather,6,losers,3872.864999997546,1827.770000003511,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185837500
35939,2971,3923,poppins,open_sans,poppins,7,winners,4125.885000015842,2167.9150000127265,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185840728
35940,2971,3923,arial,roboto,arial,8,winners,4566.479999979492,2020.2549999958137,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185843933
35941,2971,3923,roboto,source_serif_pro,roboto,9,losers,3026.2049999873852,1432.1899999922607,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185846172
35942,2971,3923,open_sans,merriweather,open_sans,10,losers,4744.214999998803,3056.045000004815,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185849958
35943,2971,3923,arial,poppins,poppins,11,winners,791.0300000075949,1955.40500000061,1,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185851945
35944,2971,3923,open_sans,roboto,open_sans,12,losers,3217.9400000022724,1452.0750000083353,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185854372
35945,2971,3923,arial,open_sans,open_sans,13,losers,900.6150000059279,2050.6400000012945,1,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185856484
35946,2971,3923,poppins,open_sans,poppins,14,final,2803.295000005164,1252.4549999943702,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185858570
35947,2971,3923,arial,georgia,arial,14,validation,2975.400000010268,1309.080000006361,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185860748
35948,2971,3923,roboto,source_serif_pro,roboto,14,validation,3630.5300000094576,2152.4500000086846,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185863520
35949,2971,3923,roboto,source_serif_pro,roboto,14,validation,6376.470000002882,3042.795000001206,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185867359
35950,2971,3923,poppins,open_sans,poppins,14,validation,3055.4299999930663,1262.9499999893596,2,1,1881,898,Edge|*|Windows|*|undefined,normal,1616185869602
35954,2974,3926,times,source_serif_pro,source_serif_pro,1,winners,4577.629999999772,6257.385000004433,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186459960
35955,2974,3926,roboto,open_sans,open_sans,2,winners,2354.2949999973644,3788.219999987632,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186462564
35956,2974,3926,georgia,merriweather,merriweather,3,winners,2246.369999993476,4016.684999980498,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186465270
35957,2974,3926,poppins,arial,poppins,4,winners,5748.24499998067,3708.4349999786355,3,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186468299
35958,2974,3926,arial,times,arial,5,losers,2337.019999991753,1107.5249999994412,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186470231
35959,2974,3926,roboto,georgia,roboto,6,losers,8938.544999982696,6729.095000002417,4,3,1883,906,Edge|*|Windows|*|undefined,normal,1616186474604
35960,2974,3926,open_sans,merriweather,merriweather,7,winners,2867.8149999905145,3989.964999986114,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186477153
35961,2974,3926,source_serif_pro,poppins,poppins,8,winners,2326.1399999901187,3884.944999983418,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186479658
35962,2974,3926,source_serif_pro,roboto,roboto,9,losers,1925.745000015013,3112.0450000162236,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186481876
35963,2974,3926,open_sans,arial,open_sans,10,losers,2510.389999995823,1053.4199999965494,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186483979
35964,2974,3926,merriweather,poppins,merriweather,11,winners,6226.184999992256,4140.69999998901,3,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186487334
35965,2974,3926,poppins,open_sans,poppins,12,losers,2358.5449999955017,958.2550000050105,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186489384
35966,2974,3926,roboto,poppins,poppins,13,losers,6338.704999987385,8484.364999996615,3,3,1883,906,Edge|*|Windows|*|undefined,normal,1616186493671
35967,2974,3926,merriweather,poppins,merriweather,14,final,2543.9400000032037,1100.6199999974342,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186495730
35968,2974,3926,poppins,roboto,poppins,14,validation,2211.204999999609,1020.2149999968242,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186497472
35969,2974,3926,poppins,open_sans,poppins,14,validation,4082.17500000319,1804.5750000019325,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186500312
35970,2974,3926,merriweather,poppins,poppins,14,validation,1771.4350000023842,3201.1850000126287,2,2,1883,906,Edge|*|Windows|*|undefined,normal,1616186502663
35971,2974,3926,merriweather,georgia,merriweather,14,validation,2408.595000015339,1042.155000002822,2,1,1883,906,Edge|*|Windows|*|undefined,normal,1616186504589
35975,2975,3927,georgia,open_sans,georgia,1,winners,32902.03000000119,23896.284999998985,4,3,1920,981,Chrome|*|Linux|*|undefined,normal,1616186934738
35977,2975,3927,source_serif_pro,roboto,roboto,2,winners,15674.564999999478,21042.909999998403,3,3,1920,981,Chrome|*|Linux|*|undefined,normal,1616186944175
35979,2975,3927,arial,poppins,arial,3,winners,11298.650000000722,5911.290000000037,2,1,1920,981,Chrome|*|Linux|*|undefined,normal,1616186951027
35981,2975,3927,times,merriweather,times,4,winners,37067.494999997434,30048.03999999771,4,3,1920,981,Chrome|*|Linux|*|undefined,normal,1616186968095
35982,2975,3927,merriweather,source_serif_pro,source_serif_pro,5,losers,7005.1499999989755,10554.35999999824,2,2,1920,981,Chrome|*|Linux|*|undefined,normal,1616186974806
35983,2975,3927,open_sans,poppins,open_sans,6,losers,8398.51000000094,3983.9099999991013,2,1,1920,981,Chrome|*|Linux|*|undefined,normal,1616186980817
35984,2975,3927,georgia,arial,georgia,7,winners,8222.80499999947,3488.5250000006054,2,1,1920,981,Chrome|*|Linux|*|undefined,normal,1616186986898
35985,2975,3927,times,roboto,times,8,winners,14300.57999999728,8694.949999997392,3,2,1920,981,Chrome|*|Linux|*|undefined,normal,1616186994849
35986,2975,3927,source_serif_pro,open_sans,source_serif_pro,9,losers,129568.0299999927,103634.4899999965,7,6,1920,981,Chrome|*|Linux|*|undefined,normal,1616187032786
35987,2975,3927,arial,roboto,arial,10,losers,84436.12000000174,74762.3550000001,9,8,1920,981,Chrome|*|Linux|*|undefined,normal,1616187049660
35988,2975,3927,times,georgia,georgia,11,winners,11133.455000001239,15814.785000000615,3,3,1920,981,Chrome|*|Linux|*|undefined,normal,1616187058143
35989,2975,3927,arial,source_serif_pro,source_serif_pro,12,losers,14385.230000001728,19585.005000000703,3,3,1920,981,Chrome|*|Linux|*|undefined,normal,1616187067933
35990,2975,3927,source_serif_pro,times,source_serif_pro,13,losers,4841.379999999888,2100.8550000005635,2,1,1920,981,Chrome|*|Linux|*|undefined,normal,1616187071700
35991,2975,3927,georgia,source_serif_pro,source_serif_pro,14,final,25341.964999999735,30509.604999999166,5,5,1920,981,Chrome|*|Linux|*|undefined,normal,1616187081611
35992,2975,3927,georgia,source_serif_pro,source_serif_pro,15,final,17409.99499999825,23016.999999998137,4,4,1920,981,Chrome|*|Linux|*|undefined,normal,1616187090912
35993,2975,3927,roboto,source_serif_pro,source_serif_pro,15,validation,898.0700000011129,2306.8700000003446,1,1,1920,981,Chrome|*|Linux|*|undefined,normal,1616187093220
35994,2975,3927,georgia,open_sans,georgia,15,validation,28450.215000000782,21145.30999999994,4,3,1920,981,Chrome|*|Linux|*|undefined,normal,1616187106637
35995,2975,3927,georgia,arial,georgia,15,validation,14403.47999999905,7216.46999999939,2,1,1920,981,Chrome|*|Linux|*|undefined,normal,1616187116259
35996,2975,3927,source_serif_pro,open_sans,open_sans,15,validation,51963.749999998836,67253.24499999604,5,5,1920,981,Chrome|*|Linux|*|undefined,normal,1616187140349
35997,2972,3924,merriweather,poppins,poppins,1,winners,7277.0,9870.0,2,2,910,917,Firefox|*|Windows|*|undefined,normal,1616187528777
35998,2972,3924,times,source_serif_pro,source_serif_pro,2,winners,7614.0,10687.0,2,2,910,917,Firefox|*|Windows|*|undefined,normal,1616187535481
35999,2972,3924,open_sans,arial,open_sans,3,winners,4145.0,2053.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187538417
36000,2972,3924,georgia,roboto,roboto,4,winners,1142.0,2912.0,1,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187541331
36001,2972,3924,merriweather,georgia,merriweather,5,losers,5854.0,3187.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187545801
36002,2972,3924,arial,times,arial,6,losers,16226.0,11683.0,3,2,910,917,Firefox|*|Windows|*|undefined,normal,1616187553322
36003,2972,3924,source_serif_pro,poppins,source_serif_pro,7,winners,17719.0,12010.0,3,2,910,917,Firefox|*|Windows|*|undefined,normal,1616187563081
36004,2972,3924,open_sans,roboto,open_sans,8,winners,4028.0,2102.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187566129
36005,2972,3924,roboto,merriweather,merriweather,9,losers,1036.0,2269.0,1,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187568401
36006,2972,3924,arial,poppins,poppins,10,losers,1070.0,2293.0,1,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187570697
36007,2972,3924,source_serif_pro,open_sans,source_serif_pro,11,winners,3614.0,1935.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187573393
36008,2972,3924,merriweather,poppins,poppins,12,losers,4348.0,6373.0,2,2,910,917,Firefox|*|Windows|*|undefined,normal,1616187577754
36009,2972,3924,open_sans,poppins,poppins,13,losers,1396.0,2516.0,1,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187580273
36010,2972,3924,poppins,source_serif_pro,source_serif_pro,14,final,3661.0,6614.0,2,2,910,917,Firefox|*|Windows|*|undefined,normal,1616187584833
36011,2972,3924,merriweather,georgia,merriweather,14,validation,4666.0,2141.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187588337
36012,2972,3924,source_serif_pro,open_sans,open_sans,14,validation,1086.0,3342.0,1,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187591682
36013,2972,3924,source_serif_pro,poppins,source_serif_pro,14,validation,4954.0,2750.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187595433
36014,2972,3924,merriweather,roboto,merriweather,14,validation,4308.0,2190.0,2,1,910,917,Firefox|*|Windows|*|undefined,normal,1616187598809
36040,2978,3930,source_serif_pro,roboto,roboto,1,winners,53605.12999998173,61500.969999993686,5,5,1600,767,Chrome|*|Windows|*|undefined,normal,1616189510659
36041,2978,3930,open_sans,times,times,2,winners,15141.345000010915,18565.14000002062,1,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189529226
36042,2978,3930,georgia,poppins,poppins,3,winners,2646.215000015218,5414.334999979474,1,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189534642
36043,2978,3930,merriweather,arial,merriweather,4,winners,18736.66499997489,12339.174999971874,3,2,1600,767,Chrome|*|Windows|*|undefined,normal,1616189543490
36044,2978,3930,arial,source_serif_pro,arial,5,losers,11802.78000002727,2917.3200000077486,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189553658
36045,2978,3930,open_sans,georgia,georgia,6,losers,1942.1849999926053,3654.289999976754,1,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189557315
36046,2978,3930,merriweather,roboto,merriweather,7,winners,6084.404999972321,3030.139999988023,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189561554
36047,2978,3930,times,poppins,poppins,8,winners,1918.4900000109337,3878.420000022743,1,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189565434
36048,2978,3930,georgia,roboto,roboto,9,losers,1644.78000003146,3372.8850000188686,1,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189568810
36049,2978,3930,times,arial,times,10,losers,7955.6699999957345,3557.8249999671243,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189573770
36050,2978,3930,merriweather,poppins,poppins,11,winners,3164.219999918714,5580.389999959152,2,2,1600,767,Chrome|*|Windows|*|undefined,normal,1616189577810
36051,2978,3930,roboto,merriweather,merriweather,12,losers,4770.189999951981,6706.2249999144115,2,2,1600,767,Chrome|*|Windows|*|undefined,normal,1616189582322
36052,2978,3930,merriweather,times,merriweather,13,losers,4635.840000002645,1845.7650000345893,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189585346
36053,2978,3930,merriweather,poppins,poppins,14,final,2869.2850000225008,4628.979999979492,2,2,1600,767,Chrome|*|Windows|*|undefined,normal,1616189588538
36054,2978,3930,merriweather,times,merriweather,14,validation,3179.200000013225,1197.6199999917299,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189590699
36055,2978,3930,poppins,merriweather,poppins,14,validation,3925.3099999623373,1374.6549999923445,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189593443
36056,2978,3930,poppins,merriweather,merriweather,14,validation,2110.499999951571,3998.574999975972,1,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189597442
36057,2978,3930,merriweather,roboto,merriweather,14,validation,5165.37000000244,2550.669999967795,2,1,1600,767,Chrome|*|Windows|*|undefined,normal,1616189600947
36064,2982,3934,poppins,merriweather,poppins,1,winners,13638.384999990929,8961.95499999146,3,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191098867
36065,2982,3934,roboto,source_serif_pro,roboto,2,winners,8058.219999991823,3386.7649999957066,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191105190
36066,2982,3934,georgia,open_sans,georgia,3,winners,6400.52999999898,2940.309999998077,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191110129
36067,2982,3934,arial,times,arial,4,winners,6327.505000001052,2967.624999997439,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191115257
36068,2982,3934,open_sans,source_serif_pro,source_serif_pro,5,losers,4582.865000011283,7171.785000013304,2,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191119965
36069,2982,3934,times,merriweather,times,6,losers,5570.854999998119,2396.504999996978,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191124091
36070,2982,3934,arial,poppins,arial,7,winners,5285.849999992759,2252.1699999996927,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191128100
36071,2982,3934,georgia,roboto,roboto,8,winners,4692.360000001034,7107.780000005732,2,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191132944
36072,2982,3934,georgia,poppins,georgia,9,losers,4429.710000004037,2152.1200000061654,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191136273
36073,2982,3934,times,source_serif_pro,times,10,losers,5398.645000001183,2165.8150000002934,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191140505
36074,2982,3934,roboto,arial,arial,11,winners,4328.350000003236,6641.6699999971315,2,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191145141
36075,2982,3934,georgia,roboto,georgia,12,losers,11647.675000000163,7443.880000006175,3,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191151205
36076,2982,3934,georgia,times,times,13,losers,949.7499999997672,2550.9850000017323,1,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191153761
36077,2982,3934,times,arial,arial,14,final,4538.215000000666,7372.644999995944,2,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191158835
36078,2982,3934,times,merriweather,times,14,validation,5359.720000000554,2849.740000005113,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191162526
36079,2982,3934,roboto,georgia,georgia,14,validation,3090.9300000057556,5313.1700000013225,2,2,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191166371
36080,2982,3934,arial,poppins,arial,14,validation,3967.579999996815,1668.8849999991944,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191169435
36081,2982,3934,poppins,merriweather,poppins,14,validation,5345.279999993974,1810.2499999948777,2,1,1280,720,Chrome|*|Mac OS|*|undefined,normal,1616191173759
36085,2987,3938,arial,open_sans,open_sans,1,winners,55732.990000000456,59500.60999999917,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206432998
36086,2987,3938,times,merriweather,merriweather,2,winners,25445.039999998757,28076.805000000633,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206461078
36087,2987,3938,source_serif_pro,georgia,georgia,3,winners,10013.600000001956,12789.02500000177,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206473869
36088,2987,3938,roboto,poppins,roboto,4,winners,14410.495000000112,7717.225000000326,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206482598
36089,2987,3938,poppins,source_serif_pro,poppins,5,losers,17420.904999999097,9074.404999999446,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206492581
36090,2987,3938,times,arial,arial,6,losers,4997.0499999980675,6276.949999999488,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206498861
36091,2987,3938,georgia,merriweather,merriweather,7,winners,1212.759999998496,2612.744999998482,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206501477
36092,2987,3938,open_sans,roboto,open_sans,8,winners,6906.995000001276,3974.115000000922,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206506565
36093,2987,3938,poppins,georgia,poppins,9,losers,30561.38999999885,15316.419999999227,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206522782
36094,2987,3938,roboto,arial,roboto,10,losers,5857.875000001513,3100.915000002715,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206527261
36095,2987,3938,open_sans,merriweather,open_sans,11,winners,8714.690000004368,4421.300000001793,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206533125
36096,2987,3938,poppins,merriweather,merriweather,12,losers,1717.1899999994785,3172.2599999994272,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206536301
36097,2987,3938,merriweather,roboto,merriweather,13,losers,3745.8350000015926,1924.990000003134,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206538989
36098,2987,3938,merriweather,open_sans,open_sans,14,final,5540.595000002417,7842.905000001425,2,2,1598,797,Chrome|*|Windows|*|undefined,normal,1616206544109
36099,2987,3938,poppins,georgia,poppins,14,validation,4098.399999998859,2069.224999999162,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206546909
36100,2987,3938,merriweather,georgia,merriweather,14,validation,5935.93500000122,3075.875000002212,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206550869
36101,2987,3938,open_sans,arial,open_sans,14,validation,4691.764999995939,2230.029999998864,2,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206553908
36102,2987,3938,open_sans,merriweather,merriweather,14,validation,1229.71999999939,2333.685000001453,1,1,1598,797,Chrome|*|Windows|*|undefined,normal,1616206556244
36127,2994,3946,source_serif_pro,poppins,poppins,1,winners,2186.0,5369.0,1,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219760834
36128,2994,3946,merriweather,roboto,merriweather,2,winners,11236.0,7327.0,3,2,1608,760,Firefox|*|Windows|*|undefined,normal,1616219766236
36129,2994,3946,open_sans,georgia,open_sans,3,winners,31390.0,24441.0,4,3,1608,760,Firefox|*|Windows|*|undefined,normal,1616219778342
36130,2994,3946,times,arial,arial,4,winners,6456.0,11296.0,2,2,1608,760,Firefox|*|Windows|*|undefined,normal,1616219785689
36131,2994,3946,roboto,times,roboto,5,losers,5292.0,2396.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219789785
36132,2994,3946,source_serif_pro,georgia,georgia,6,losers,4914.0,7473.0,2,2,1608,760,Firefox|*|Windows|*|undefined,normal,1616219794416
36133,2994,3946,arial,merriweather,arial,7,winners,11895.0,6637.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219802623
36134,2994,3946,poppins,open_sans,poppins,8,winners,8104.0,3613.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219807947
36135,2994,3946,roboto,merriweather,merriweather,9,losers,13843.0,21722.0,2,2,1608,760,Firefox|*|Windows|*|undefined,normal,1616219824203
36136,2994,3946,open_sans,georgia,open_sans,10,losers,27131.0,18965.0,4,3,1608,760,Firefox|*|Windows|*|undefined,normal,1616219836550
36137,2994,3946,poppins,arial,poppins,11,winners,8673.0,4421.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219842463
36138,2994,3946,merriweather,open_sans,merriweather,12,losers,11600.0,4784.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219851576
36139,2994,3946,merriweather,arial,merriweather,13,losers,16148.0,9756.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219863677
36140,2994,3946,poppins,merriweather,merriweather,14,final,21644.0,26987.0,3,3,1608,760,Firefox|*|Windows|*|undefined,normal,1616219874641
36141,2994,3946,merriweather,poppins,merriweather,15,final,23574.0,17951.0,4,3,1608,760,Firefox|*|Windows|*|undefined,normal,1616219884189
36142,2994,3946,poppins,arial,poppins,15,validation,8395.0,4452.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219891026
36143,2994,3946,merriweather,roboto,merriweather,15,validation,5287.0,2334.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219895266
36144,2994,3946,poppins,source_serif_pro,poppins,15,validation,8040.0,4325.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219901115
36145,2994,3946,arial,times,arial,15,validation,5752.0,2942.0,2,1,1608,760,Firefox|*|Windows|*|undefined,normal,1616219905286
36183,2996,3949,poppins,arial,arial,1,winners,1929.875,2497.7600000000093,1,1,1280,657,Chrome|*|Windows|*|undefined,normal,1616222514053
