id_user,win,lose,dwell_time_win,dwell_time_lose,matchup,win_font,win_grayscale,win_stroke_contrast,win_weight,win_avg_ascender_length,win_avg_descender_length,win_avg_char_width_lower,win_lower_width_sd,win_lower_char_space,win_lower_x_height,lose_font,lose_grayscale,lose_stroke_contrast,lose_weight,lose_avg_ascender_length,lose_avg_descender_length,lose_avg_char_width_lower,lose_lower_width_sd,lose_lower_char_space,lose_lower_x_height
3880,arial,georgia,7809.379999991506,4701.464999932796,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
3890,arial,georgia,16221.86499997042,13198.020000010729,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
3891,arial,georgia,6686.119999969378,3150.0450000166893,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
3903,arial,georgia,25633.90500000934,22754.560000015423,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
3923,arial,georgia,10534.5250000027,7120.445000004023,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
3978,arial,georgia,8654.115000041202,4545.854999916628,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4014,arial,georgia,25685.164999915287,19105.28000001796,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4026,arial,georgia,5996.429999999236,3732.915000000503,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4034,arial,georgia,4708.0,3054.0,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4043,arial,georgia,7976.945000118576,5501.180000021122,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
