,toggle_id_user,toggle_fam_level,toggle_font,toggle_grayscale,toggle_stroke_contrast,toggle_weight,toggle_avg_ascender_length,toggle_avg_descender_length,toggle_avg_char_width_lower,toggle_lower_width_sd,toggle_lower_char_space,toggle_lower_x_height,pre_age,pre_reading_speed,pre_reading_frequency,outcome
974,3676,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,23,4,3,1
975,3676,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,23,4,3,0
976,3676,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,23,4,3,1
977,3676,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,23,4,3,0
978,3673,3,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,33,4,5,0
979,3673,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,33,4,5,1
980,3673,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,33,4,5,0
981,3673,3,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,33,4,5,0
982,3673,2,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,33,4,5,0
983,3673,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,33,4,5,0
984,3673,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,33,4,5,1
985,3673,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,33,4,5,0
986,3671,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,35,7,6,0
987,3671,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,35,7,6,0
988,3671,3,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,35,7,6,1
989,3671,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,35,7,6,1
990,3671,3,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,35,7,6,0
991,3671,4,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,35,7,6,0
992,3671,4,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,35,7,6,0
993,3671,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,35,7,6,1
994,3681,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,38,6,8,0
995,3681,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,38,6,8,0
996,3681,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,38,6,8,0
997,3681,3,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,38,6,8,0
998,3681,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,38,6,8,1
999,3681,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,38,6,8,0
1000,3681,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,38,6,8,0
1001,3681,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,38,6,8,0
1002,3685,3,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,32,6,4,0
1003,3685,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,32,6,4,1
1004,3685,4,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,32,6,4,0
1005,3685,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,32,6,4,1
1006,3685,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,32,6,4,1
1007,3685,5,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,32,6,4,0
1008,3685,5,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,32,6,4,0
1009,3685,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,32,6,4,1
1010,3688,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,24,7,8,0
1011,3688,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,24,7,8,0
1012,3688,4,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,24,7,8,0
1013,3688,3,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,24,7,8,0
1014,3688,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,24,7,8,0
1015,3688,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,24,7,8,1
1016,3688,4,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,24,7,8,0
1017,3690,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,32,6,7,0
1018,3690,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,32,6,7,1
1019,3690,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,32,6,7,0
1020,3690,2,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,32,6,7,0
1021,3690,2,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,32,6,7,1
1022,3690,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,32,6,7,0
1023,3690,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,32,6,7,0
1024,3690,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,32,6,7,0
1025,3683,3,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,23,4,7,0
1026,3683,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,23,4,7,0
1027,3683,3,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,23,4,7,1
1028,3683,3,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,23,4,7,0
1029,3683,5,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,23,4,7,0
1030,3683,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,23,4,7,0
1031,3683,2,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,23,4,7,1
1032,3683,2,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,23,4,7,0
1033,3682,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,50,7,8,1
1034,3682,3,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,50,7,8,0
1035,3682,4,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,50,7,8,0
1036,3682,5,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,50,7,8,0
1037,3682,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,50,7,8,1
1038,3682,4,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,50,7,8,0
1039,3682,5,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,50,7,8,0
1040,3682,5,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,50,7,8,1
1041,3697,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,29,6,5,0
1042,3697,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,29,6,5,0
1043,3697,3,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,29,6,5,0
1044,3697,5,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,29,6,5,0
1045,3697,3,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,29,6,5,0
1046,3697,4,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,29,6,5,0
1047,3697,4,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,29,6,5,1
1048,3697,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,29,6,5,0
1049,3696,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,32,7,8,0
1050,3696,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,32,7,8,0
1051,3696,5,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,32,7,8,0
1052,3696,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,32,7,8,0
1053,3696,3,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,32,7,8,0
1054,3696,5,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,32,7,8,0
1055,3696,4,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,32,7,8,0
1056,3696,4,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,32,7,8,1
1057,3695,3,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,29,7,8,0
1058,3695,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,29,7,8,0
1059,3695,5,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,29,7,8,0
1060,3695,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,29,7,8,0
1061,3695,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,29,7,8,1
1062,3695,4,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,29,7,8,0
1063,3695,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,29,7,8,1
1064,3695,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,29,7,8,0
1065,3705,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,26,5,7,0
1066,3705,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,26,5,7,0
1067,3705,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,26,5,7,0
1068,3705,1,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,26,5,7,1
1069,3705,2,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,26,5,7,0
1070,3705,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,26,5,7,0
1071,3705,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,26,5,7,1
1072,3705,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,26,5,7,1
1073,3704,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,26,6,7,0
1074,3704,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,26,6,7,0
1075,3704,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,26,6,7,0
1076,3704,2,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,26,6,7,1
1077,3704,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,26,6,7,0
1078,3704,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,26,6,7,0
1079,3704,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,26,6,7,1
1080,3704,2,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,26,6,7,0
1081,3706,3,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,32,6,8,0
1082,3706,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,32,6,8,0
1083,3706,4,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,32,6,8,0
1084,3706,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,32,6,8,0
1085,3706,3,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,32,6,8,1
1086,3706,3,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,32,6,8,0
1087,3706,4,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,32,6,8,0
1088,3707,3,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,25,5,6,1
1089,3707,3,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,25,5,6,0
1090,3707,3,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,25,5,6,1
1091,3707,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,25,5,6,1
1092,3707,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,25,5,6,0
1093,3707,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,25,5,6,0
1094,3707,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,25,5,6,0
1095,3707,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,25,5,6,1
1096,3712,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,34,6,5,0
1097,3712,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,34,6,5,1
1098,3712,3,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,34,6,5,0
1099,3712,2,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,34,6,5,0
1100,3712,5,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,34,6,5,0
1101,3712,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,34,6,5,0
1102,3712,4,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,34,6,5,0
1103,3712,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,34,6,5,1
1104,3713,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,59,6,5,0
1105,3713,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,59,6,5,0
1106,3713,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,59,6,5,0
1107,3713,1,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,59,6,5,1
1108,3713,1,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,59,6,5,0
1109,3713,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,59,6,5,0
1110,3713,2,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,59,6,5,0
1111,3713,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,59,6,5,0
1112,3748,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,42,6,8,1
1113,3748,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,42,6,8,1
1114,3748,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,42,6,8,1
1115,3748,3,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,42,6,8,0
1116,3748,1,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,42,6,8,1
1117,3748,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,42,6,8,1
1118,3748,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,42,6,8,1
1119,3748,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,42,6,8,1
1120,3745,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,32,5,4,0
1121,3745,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,32,5,4,0
1122,3745,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,32,5,4,0
1123,3745,2,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,32,5,4,0
1124,3745,1,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,32,5,4,1
1125,3745,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,32,5,4,0
1126,3745,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,32,5,4,1
1127,3745,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,32,5,4,1
1128,3749,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,55,5,8,1
1129,3749,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,55,5,8,0
1130,3749,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,55,5,8,0
1131,3749,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,55,5,8,0
1132,3749,3,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,55,5,8,0
1133,3749,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,55,5,8,0
1134,3749,4,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,55,5,8,0
1135,3749,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,55,5,8,1
1136,3761,2,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,50,6,8,1
1137,3761,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,50,6,8,1
1138,3761,3,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,50,6,8,1
1139,3761,2,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,50,6,8,1
1140,3761,2,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,50,6,8,0
1141,3761,3,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,50,6,8,1
1142,3761,2,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,50,6,8,0
1143,3761,2,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,50,6,8,1
1144,3769,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,32,6,7,0
1145,3769,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,32,6,7,1
1146,3769,4,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,32,6,7,1
1147,3769,1,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,32,6,7,0
1148,3769,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,32,6,7,1
1149,3769,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,32,6,7,0
1150,3769,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,32,6,7,0
1151,3769,3,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,32,6,7,0
1152,3762,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,36,6,5,1
1153,3762,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,36,6,5,1
1154,3762,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,36,6,5,0
1155,3762,2,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,36,6,5,1
1156,3762,2,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,36,6,5,0
1157,3762,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,36,6,5,1
1158,3762,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,36,6,5,0
1159,3762,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,36,6,5,1
1160,3774,5,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,38,6,8,0
1161,3774,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,38,6,8,0
1162,3774,2,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,38,6,8,1
1163,3774,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,38,6,8,1
1164,3774,2,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,38,6,8,0
1165,3774,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,38,6,8,0
1166,3774,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,38,6,8,0
1167,3774,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,38,6,8,0
1168,3771,2,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,35,3,6,1
1169,3771,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,35,3,6,1
1170,3771,5,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,35,3,6,0
1171,3771,4,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,35,3,6,0
1172,3771,3,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,35,3,6,0
1173,3771,2,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,35,3,6,0
1174,3771,3,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,35,3,6,1
1175,3771,2,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,35,3,6,0
1176,3747,2,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,44,4,0,0
1177,3747,5,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,44,4,0,0
1178,3747,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,44,4,0,0
1179,3747,1,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,44,4,0,1
1180,3747,1,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,44,4,0,0
1181,3747,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,44,4,0,0
1182,3747,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,44,4,0,0
1183,3747,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,44,4,0,0
1184,3775,4,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,45,5,6,1
1185,3775,4,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,45,5,6,0
1186,3775,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,45,5,6,1
1187,3775,3,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,45,5,6,1
1188,3775,4,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,45,5,6,1
1189,3775,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,45,5,6,0
1190,3775,2,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,45,5,6,0
1191,3775,2,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,45,5,6,0
1192,3744,2,times,0.4574468085106383,0.49,0.133,3.786,3.598,6.797,1.862,0.533,7.195,26,5,7,1
1193,3744,2,arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,26,5,7,1
1194,3744,1,roboto,0.4470649895178197,0.039,0.192,3.626,3.428,6.539,2.227,1.446,8.453,26,5,7,0
1195,3744,1,open_sans,0.3865265169612996,0.11,0.172,3.66,3.961,6.826,2.347,1.552,8.563,26,5,7,1
1196,3744,1,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703,26,5,7,0
1197,3744,1,poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,26,5,7,1
1198,3744,1,source_serif_pro,0.4411458333333333,0.266,0.134,4.32,4.02,7.444,2.074,0.705,7.6,26,5,7,0
1199,3744,1,merriweather,0.3880417335473515,0.596,0.273,4.307,4.196,8.252,2.468,0.792,8.88,26,5,7,0
