post_toggle_physical_exertion,post_toggle_rushed,post_toggle_rec_familiarity,comp_pass_fam,pre_language_native,pre_vision_correction,pre_usual_reading_device,pre_read_to_children,pre_language_other,pre_education_level,pre_reading4leisure_frequency,pre_medical_condition,pre_current_device,comp_font,pre_reading4work_frequency,pre_gender,post_toggle_follow_rec,pre_normal_vision,wpm_font,pre_reading_comfort,pre_under_influence,pre_usual_working_device,wpm_wpm
1,2,4.0,1.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,calibri,2-3 times a week,male,yes,yes,arial,very comfortable,none,"paper, desktop",245
1,2,4.0,2.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,arial,2-3 times a week,male,yes,yes,arial,very comfortable,none,"paper, desktop",212
1,2,4.0,2.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,times,2-3 times a week,male,yes,yes,calibri,very comfortable,none,"paper, desktop",296
1,2,4.0,1.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,calibri,2-3 times a week,male,yes,yes,calibri,very comfortable,none,"paper, desktop",257
1,2,4.0,1.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,noto_sans,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,"paper, desktop",241
1,2,4.0,2.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,arial,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,"paper, desktop",261
1,2,4.0,3.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,utopia,2-3 times a week,male,yes,yes,times,very comfortable,none,"paper, desktop",337
1,2,4.0,2.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,times,2-3 times a week,male,yes,yes,times,very comfortable,none,"paper, desktop",302
1,2,4.0,3.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,utopia,2-3 times a week,male,yes,yes,utopia,very comfortable,none,"paper, desktop",288
1,2,4.0,1.0,english,glasses,"desktop, tablet, phone",no,none,high school/ged,everyday,none,desktop,noto_sans,2-3 times a week,male,yes,yes,utopia,very comfortable,none,"paper, desktop",225
1,1,1.0,3.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,arial,very comfortable,none,"paper, laptop",442
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,arial,very comfortable,none,"paper, laptop",476
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,calibri,once a week,none,maybe,yes,calibri,very comfortable,none,"paper, laptop",389
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,calibri,once a week,none,maybe,yes,calibri,very comfortable,none,"paper, laptop",559
1,1,1.0,3.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,noto_sans,very comfortable,none,"paper, laptop",562
1,1,1.0,4.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,noto_sans,very comfortable,none,"paper, laptop",538
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,noto_sans,very comfortable,none,"paper, laptop",591
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,noto_sans,very comfortable,none,"paper, laptop",684
1,1,1.0,4.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,roboto,very comfortable,none,"paper, laptop",502
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,noto_sans,once a week,none,maybe,yes,roboto,very comfortable,none,"paper, laptop",294
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,calibri,once a week,none,maybe,yes,times,very comfortable,none,"paper, laptop",268
1,1,1.0,1.0,english,glasses,"paper, laptop, kindle or other e-reader",yes,japanese,associate's degree (2-years of college),everyday,none,laptop,calibri,once a week,none,maybe,yes,times,very comfortable,none,"paper, laptop",480
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,arial,everyday,male,yes,yes,arial,very comfortable,none,laptop,243
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,everyday,male,yes,yes,arial,very comfortable,none,laptop,334
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,arial,everyday,male,yes,yes,calibri,very comfortable,none,laptop,152
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,calibri,everyday,male,yes,yes,calibri,very comfortable,none,laptop,508
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,roboto,everyday,male,yes,yes,noto_sans,very comfortable,none,laptop,240
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,everyday,male,yes,yes,noto_sans,very comfortable,none,laptop,340
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,roboto,everyday,male,yes,yes,roboto,very comfortable,none,laptop,355
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,times,everyday,male,yes,yes,roboto,very comfortable,none,laptop,282
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,times,everyday,male,yes,yes,times,very comfortable,none,laptop,335
1,1,4.0,1.0,english,glasses,"laptop, tablet, phone",no,none,bachelor's degree (4-years of college),everyday,none,laptop,calibri,everyday,male,yes,yes,times,very comfortable,none,laptop,241
1,1,4.0,4.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,arial,everyday,female,yes,yes,arial,very comfortable,none,tablet,214
1,1,4.0,4.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,times,everyday,female,yes,yes,arial,very comfortable,none,tablet,173
1,1,4.0,4.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,arial,everyday,female,yes,yes,calibri,very comfortable,none,tablet,186
1,1,4.0,1.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,calibri,everyday,female,yes,yes,calibri,very comfortable,none,tablet,199
1,1,4.0,1.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,calibri,everyday,female,yes,yes,noto_sans,very comfortable,none,tablet,170
1,1,4.0,1.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,noto_sans,very comfortable,none,tablet,195
1,1,4.0,3.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,poynter_gothic_text,everyday,female,yes,yes,poynter_gothic_text,very comfortable,none,tablet,212
1,1,4.0,1.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,poynter_gothic_text,very comfortable,none,tablet,184
1,1,4.0,4.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,times,everyday,female,yes,yes,times,very comfortable,none,tablet,235
1,1,4.0,3.0,english,glasses,"paper, laptop, phone",no,none,some college,everyday,none,laptop,poynter_gothic_text,everyday,female,yes,yes,times,very comfortable,none,tablet,186
1,2,4.0,1.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,helvetica,once a week,female,yes,yes,arial,very comfortable,caffeine,laptop,184
1,2,4.0,1.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,arial,once a week,female,yes,yes,arial,very comfortable,caffeine,laptop,194
1,2,4.0,2.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,calibri,once a week,female,yes,yes,calibri,very comfortable,caffeine,laptop,228
1,2,4.0,1.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,times,once a week,female,yes,yes,calibri,very comfortable,caffeine,laptop,180
1,2,4.0,4.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,noto_sans,once a week,female,yes,yes,helvetica,very comfortable,caffeine,laptop,188
1,2,4.0,1.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,helvetica,once a week,female,yes,yes,helvetica,very comfortable,caffeine,laptop,206
1,2,4.0,4.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,noto_sans,once a week,female,yes,yes,noto_sans,very comfortable,caffeine,laptop,197
1,2,4.0,2.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,calibri,once a week,female,yes,yes,noto_sans,very comfortable,caffeine,laptop,195
1,2,4.0,1.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,times,once a week,female,yes,yes,times,very comfortable,caffeine,laptop,239
1,2,4.0,1.0,english,none,"paper, desktop",yes,none,some college,once a week,none,laptop,arial,once a week,female,yes,yes,times,very comfortable,caffeine,laptop,178
1,2,4.0,1.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,roboto,less than once a month,female,yes,yes,arial,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",422
1,2,4.0,2.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,arial,less than once a month,female,yes,yes,arial,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",260
1,2,4.0,1.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,calibri,less than once a month,female,yes,yes,calibri,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",331
1,2,4.0,1.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,less than once a month,female,yes,yes,calibri,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",285
1,2,4.0,2.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,times,less than once a month,female,yes,yes,noto_sans,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",291
1,2,4.0,1.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,less than once a month,female,yes,yes,noto_sans,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",440
1,2,4.0,1.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,roboto,less than once a month,female,yes,yes,roboto,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",410
1,2,4.0,1.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,calibri,less than once a month,female,yes,yes,roboto,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",282
1,2,4.0,2.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,times,less than once a month,female,yes,yes,times,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",279
1,2,4.0,2.0,english,glasses,"paper, phone, kindle or other e-reader",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,arial,less than once a month,female,yes,yes,times,very comfortable,caffeine,"paper, laptop, kindle or other e-reader",276
1,1,4.0,3.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,arial,once a week,female,yes,yes,arial,very comfortable,none,"paper, desktop, tablet",208
1,1,4.0,1.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,times,once a week,female,yes,yes,arial,very comfortable,none,"paper, desktop, tablet",201
1,1,4.0,3.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,arial,once a week,female,yes,yes,calibri,very comfortable,none,"paper, desktop, tablet",197
1,1,4.0,1.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,calibri,once a week,female,yes,yes,calibri,very comfortable,none,"paper, desktop, tablet",249
1,1,4.0,2.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,noto_sans,once a week,female,yes,yes,noto_sans,very comfortable,none,"paper, desktop, tablet",243
1,1,4.0,1.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,calibri,once a week,female,yes,yes,noto_sans,very comfortable,none,"paper, desktop, tablet",239
1,1,4.0,2.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,noto_sans,once a week,female,yes,yes,roboto,very comfortable,none,"paper, desktop, tablet",183
1,1,4.0,1.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,roboto,once a week,female,yes,yes,roboto,very comfortable,none,"paper, desktop, tablet",146
1,1,4.0,1.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,roboto,once a week,female,yes,yes,times,very comfortable,none,"paper, desktop, tablet",168
1,1,4.0,1.0,english,none,"paper, tablet, phone",no,dutch,bachelor's degree (4-years of college),everyday,none,desktop,times,once a week,female,yes,yes,times,very comfortable,none,"paper, desktop, tablet",222
2,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,arial,very comfortable,none,"paper, laptop, desktop, phone",174
2,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,arial,very comfortable,none,"paper, laptop, desktop, phone",124
2,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,times,everyday,female,yes,yes,calibri,very comfortable,none,"paper, laptop, desktop, phone",223
2,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,times,everyday,female,yes,yes,calibri,very comfortable,none,"paper, laptop, desktop, phone",201
2,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop, phone",192
2,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop, phone",260
2,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop, phone",244
2,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop, phone",237
2,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,roboto,very comfortable,none,"paper, laptop, desktop, phone",227
2,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,noto_sans,everyday,female,yes,yes,roboto,very comfortable,none,"paper, laptop, desktop, phone",156
2,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,times,everyday,female,yes,yes,times,very comfortable,none,"paper, laptop, desktop, phone",224
2,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,some college,everyday,none,laptop,times,everyday,female,yes,yes,times,very comfortable,none,"paper, laptop, desktop, phone",231
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,arial,2-3 times a week,male,yes,yes,arial,very comfortable,none,"paper, laptop",142
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,arial,2-3 times a week,male,yes,yes,arial,very comfortable,none,"paper, laptop",182
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,times,2-3 times a week,male,yes,yes,calibri,very comfortable,none,"paper, laptop",155
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,times,2-3 times a week,male,yes,yes,calibri,very comfortable,none,"paper, laptop",160
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,noto_sans,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop",170
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,noto_sans,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop",148
2,4,3.0,3.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,noto_sans,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop",164
2,4,3.0,3.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,noto_sans,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop",180
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,arial,2-3 times a week,male,yes,yes,roboto,very comfortable,none,"paper, laptop",132
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,arial,2-3 times a week,male,yes,yes,roboto,very comfortable,none,"paper, laptop",191
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,times,2-3 times a week,male,yes,yes,times,very comfortable,none,"paper, laptop",168
2,4,3.0,2.0,german,glasses,"laptop, phone, kindle or other e-reader",no,none,master's degree,2-3 times a week,none,laptop,times,2-3 times a week,male,yes,yes,times,very comfortable,none,"paper, laptop",160
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,arial,less than once a month,female,yes,yes,arial,very comfortable,none,"paper, desktop",292
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,times,less than once a month,female,yes,yes,arial,very comfortable,none,"paper, desktop",222
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,calibri,less than once a month,female,yes,yes,calibri,very comfortable,none,"paper, desktop",288
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,noto_sans,less than once a month,female,yes,yes,calibri,very comfortable,none,"paper, desktop",253
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,noto_sans,less than once a month,female,yes,yes,noto_sans,very comfortable,none,"paper, desktop",284
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,arial,less than once a month,female,yes,yes,noto_sans,very comfortable,none,"paper, desktop",255
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,utopia,less than once a month,female,yes,yes,times,very comfortable,none,"paper, desktop",244
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,times,less than once a month,female,yes,yes,times,very comfortable,none,"paper, desktop",284
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,calibri,less than once a month,female,yes,yes,utopia,very comfortable,none,"paper, desktop",267
2,1,2.0,1.0,english,glasses,"paper, desktop, phone",no,none,some college,everyday,none,desktop,utopia,less than once a month,female,yes,yes,utopia,very comfortable,none,"paper, desktop",317
1,1,1.0,1.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,arial,2-3 times a week,female,yes,yes,arial,very comfortable,none,"paper, laptop",332
1,1,1.0,1.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,calibri,2-3 times a week,female,yes,yes,arial,very comfortable,none,"paper, laptop",408
1,1,1.0,3.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,times,2-3 times a week,female,yes,yes,calibri,very comfortable,none,"paper, laptop",319
1,1,1.0,1.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,calibri,2-3 times a week,female,yes,yes,calibri,very comfortable,none,"paper, laptop",426
1,1,1.0,1.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,arial,2-3 times a week,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop",354
1,1,1.0,3.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,noto_sans,2-3 times a week,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop",384
1,1,1.0,3.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,noto_sans,2-3 times a week,female,yes,yes,open_sans,very comfortable,none,"paper, laptop",303
1,1,1.0,1.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,open_sans,2-3 times a week,female,yes,yes,open_sans,very comfortable,none,"paper, laptop",390
1,1,1.0,3.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,times,2-3 times a week,female,yes,yes,times,very comfortable,none,"paper, laptop",396
1,1,1.0,1.0,english,none,paper,no,none,some college,2-3 times a week,none,laptop,open_sans,2-3 times a week,female,yes,yes,times,very comfortable,none,"paper, laptop",343
1,1,5.0,3.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,arial,everyday,female,yes,yes,arial,very comfortable,none,desktop,398
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,arial,everyday,female,yes,yes,arial,very comfortable,none,desktop,349
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,times,everyday,female,yes,yes,calibri,very comfortable,none,desktop,257
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,times,everyday,female,yes,yes,calibri,very comfortable,none,desktop,300
1,1,5.0,3.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,arial,everyday,female,yes,yes,noto_sans,very comfortable,none,desktop,383
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,arial,everyday,female,yes,yes,noto_sans,very comfortable,none,desktop,253
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,roboto,everyday,female,yes,yes,roboto,very comfortable,none,desktop,448
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,roboto,everyday,female,yes,yes,roboto,very comfortable,none,desktop,366
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,roboto,everyday,female,yes,yes,times,very comfortable,none,desktop,336
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,roboto,everyday,female,yes,yes,times,very comfortable,none,desktop,224
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,times,everyday,female,yes,yes,times,very comfortable,none,desktop,339
1,1,5.0,1.0,english,glasses,"paper, phone",yes,spanish,bachelor's degree (4-years of college),everyday,none,desktop,times,everyday,female,yes,yes,times,very comfortable,none,desktop,450
1,4,2.0,3.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,calibri,once a month,male,yes,no,arial,very comfortable,none,"paper, laptop, desktop",280
1,4,2.0,1.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,arial,once a month,male,yes,no,arial,very comfortable,none,"paper, laptop, desktop",228
1,4,2.0,3.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,calibri,once a month,male,yes,no,calibri,very comfortable,none,"paper, laptop, desktop",372
1,4,2.0,1.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,times,once a month,male,yes,no,calibri,very comfortable,none,"paper, laptop, desktop",251
1,4,2.0,2.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,noto_sans,once a month,male,yes,no,noto_sans,very comfortable,none,"paper, laptop, desktop",260
1,4,2.0,1.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,arial,once a month,male,yes,no,noto_sans,very comfortable,none,"paper, laptop, desktop",159
1,4,2.0,1.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,times,once a month,male,yes,no,times,very comfortable,none,"paper, laptop, desktop",279
1,4,2.0,1.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,utopia,once a month,male,yes,no,times,very comfortable,none,"paper, laptop, desktop",264
1,4,2.0,2.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,noto_sans,once a month,male,yes,no,utopia,very comfortable,none,"paper, laptop, desktop",273
1,4,2.0,1.0,english,none,"paper, laptop, desktop, tablet, phone, kindle or other e-reader",no,none,bachelor's degree (4-years of college),once a month,none,desktop,utopia,once a month,male,yes,no,utopia,very comfortable,none,"paper, laptop, desktop",319
1,3,4.0,2.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,arial,everyday,male,yes,yes,arial,very comfortable,none,"paper, laptop, desktop, tablet",159
1,3,4.0,2.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,noto_sans,everyday,male,yes,yes,arial,very comfortable,none,"paper, laptop, desktop, tablet",129
1,3,4.0,2.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,calibri,everyday,male,yes,yes,calibri,very comfortable,none,"paper, laptop, desktop, tablet",226
1,3,4.0,2.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,roboto,everyday,male,yes,yes,calibri,very comfortable,none,"paper, laptop, desktop, tablet",156
1,3,4.0,3.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,times,everyday,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop, tablet",196
1,3,4.0,2.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,noto_sans,everyday,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop, tablet",187
1,3,4.0,2.0,english,glasses,"desktop, tablet",no,none,bachelor's degree (4-years of college),everyday,none,desktop,arial,everyday,male,yes,yes,roboto,very comfortable,none,"paper, laptop, desktop, tablet",142
