post_toggle_physical_exertion,post_toggle_rushed,post_toggle_rec_familiarity,comp_pass_fam,pre_language_native,pre_vision_correction,pre_usual_reading_device,pre_read_to_children,pre_language_other,pre_education_level,pre_reading4leisure_frequency,pre_medical_condition,pre_current_device,comp_font,pre_reading4work_frequency,pre_gender,post_toggle_follow_rec,pre_normal_vision,wpm_font,pre_reading_comfort,pre_under_influence,pre_usual_working_device,wpm_wpm
1,2,3.0,1.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,times,everyday,male,yes,yes,arial,very comfortable,none,laptop,281
1,2,3.0,1.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,arial,everyday,male,yes,yes,avenir_next,very comfortable,none,laptop,294
1,2,3.0,1.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,avenir_next,everyday,male,yes,yes,avenir_next,very comfortable,none,laptop,271
1,2,3.0,2.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,calibri,everyday,male,yes,yes,calibri,very comfortable,none,laptop,422
1,2,3.0,2.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,noto_sans,everyday,male,yes,yes,calibri,very comfortable,none,laptop,327
1,2,3.0,2.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,noto_sans,everyday,male,yes,yes,noto_sans,very comfortable,none,laptop,320
1,2,3.0,1.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,avenir_next,everyday,male,yes,yes,noto_sans,very comfortable,none,laptop,272
1,2,3.0,2.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,calibri,everyday,male,yes,yes,times,very comfortable,none,laptop,370
1,2,3.0,1.0,english,none,tablet,yes,none,master's degree,everyday,none,laptop,times,everyday,male,yes,yes,times,very comfortable,none,laptop,347
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,arial,everyday,male,yes,no,arial,very comfortable,none,"laptop, phone",124
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,calibri,everyday,male,yes,no,arial,very comfortable,none,"laptop, phone",176
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,calibri,everyday,male,yes,no,calibri,very comfortable,none,"laptop, phone",167
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,times,everyday,male,yes,no,calibri,very comfortable,none,"laptop, phone",198
3,3,3.0,3.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,noto_sans,everyday,male,yes,no,noto_sans,very comfortable,none,"laptop, phone",154
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,roboto,everyday,male,yes,no,noto_sans,very comfortable,none,"laptop, phone",138
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,arial,everyday,male,yes,no,roboto,very comfortable,none,"laptop, phone",129
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,roboto,everyday,male,yes,no,roboto,very comfortable,none,"laptop, phone",132
3,3,3.0,3.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,noto_sans,everyday,male,yes,no,times,very comfortable,none,"laptop, phone",182
3,3,3.0,2.0,english,none,"laptop, tablet, phone",yes,none,doctoral degree,everyday,none,laptop,times,everyday,male,yes,no,times,very comfortable,none,"laptop, phone",158
1,2,1.0,1.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,arial,once a month,female,yes,yes,arial,very comfortable,none,"paper, desktop",308
1,2,1.0,1.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,lato,once a month,female,yes,yes,arial,very comfortable,none,"paper, desktop",305
1,2,1.0,3.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,noto_sans,once a month,female,yes,yes,calibri,very comfortable,none,"paper, desktop",300
1,2,1.0,2.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,calibri,once a month,female,yes,yes,calibri,very comfortable,none,"paper, desktop",278
1,2,1.0,1.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,times,once a month,female,yes,yes,lato,very comfortable,none,"paper, desktop",209
1,2,1.0,1.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,lato,once a month,female,yes,yes,lato,very comfortable,none,"paper, desktop",511
1,2,1.0,3.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,noto_sans,once a month,female,yes,yes,noto_sans,very comfortable,none,"paper, desktop",393
1,2,1.0,1.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,arial,once a month,female,yes,yes,noto_sans,very comfortable,none,"paper, desktop",209
1,2,1.0,1.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,times,once a month,female,yes,yes,times,very comfortable,none,"paper, desktop",326
1,2,1.0,2.0,english,contact,"paper, desktop",yes,none,bachelor's degree (4-years of college),once a week,none,desktop,calibri,once a month,female,yes,yes,times,very comfortable,none,"paper, desktop",248
1,1,4.0,2.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,arial,everyday,male,maybe,yes,arial,very comfortable,caffeine,desktop,359
1,1,4.0,2.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,arial,everyday,male,maybe,yes,arial,very comfortable,caffeine,desktop,362
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,calibri,everyday,male,maybe,yes,calibri,very comfortable,caffeine,desktop,383
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,calibri,everyday,male,maybe,yes,calibri,very comfortable,caffeine,desktop,348
1,1,4.0,2.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,arial,everyday,male,maybe,yes,noto_sans,very comfortable,caffeine,desktop,326
1,1,4.0,2.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,arial,everyday,male,maybe,yes,noto_sans,very comfortable,caffeine,desktop,309
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,times,everyday,male,maybe,yes,roboto,very comfortable,caffeine,desktop,262
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,times,everyday,male,maybe,yes,roboto,very comfortable,caffeine,desktop,341
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,calibri,everyday,male,maybe,yes,times,very comfortable,caffeine,desktop,302
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,times,everyday,male,maybe,yes,times,very comfortable,caffeine,desktop,417
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,calibri,everyday,male,maybe,yes,times,very comfortable,caffeine,desktop,289
1,1,4.0,1.0,english,glasses,tablet,no,none,some college,everyday,none,desktop,times,everyday,male,maybe,yes,times,very comfortable,caffeine,desktop,385
2,2,4.0,3.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,garamond,2-3 times a week,female,yes,yes,arial,very comfortable,none,"paper, laptop",165
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,arial,2-3 times a week,female,yes,yes,arial,very comfortable,none,"paper, laptop",276
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,times,2-3 times a week,female,yes,yes,calibri,very comfortable,none,"paper, laptop",206
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,calibri,2-3 times a week,female,yes,yes,calibri,very comfortable,none,"paper, laptop",244
2,2,4.0,3.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,garamond,2-3 times a week,female,yes,yes,garamond,very comfortable,none,"paper, laptop",212
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,calibri,2-3 times a week,female,yes,yes,garamond,very comfortable,none,"paper, laptop",194
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,noto_sans,2-3 times a week,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop",220
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,arial,2-3 times a week,female,yes,yes,noto_sans,very comfortable,none,"paper, laptop",197
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,noto_sans,2-3 times a week,female,yes,yes,times,very comfortable,none,"paper, laptop",225
2,2,4.0,2.0,english,contact,"paper, laptop, tablet, phone",yes,none,master's degree,once a week,none,laptop,times,2-3 times a week,female,yes,yes,times,very comfortable,none,"paper, laptop",180
1,2,5.0,2.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,montserrat,everyday,male,yes,yes,arial,very comfortable,none,"laptop, desktop, tablet, phone",257
1,2,5.0,1.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,arial,everyday,male,yes,yes,arial,very comfortable,none,"laptop, desktop, tablet, phone",313
1,2,5.0,1.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,calibri,everyday,male,yes,yes,calibri,very comfortable,none,"laptop, desktop, tablet, phone",206
1,2,5.0,1.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,arial,everyday,male,yes,yes,calibri,very comfortable,none,"laptop, desktop, tablet, phone",164
1,2,5.0,2.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,montserrat,everyday,male,yes,yes,montserrat,very comfortable,none,"laptop, desktop, tablet, phone",534
1,2,5.0,2.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,times,everyday,male,yes,yes,montserrat,very comfortable,none,"laptop, desktop, tablet, phone",179
1,2,5.0,1.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,everyday,male,yes,yes,noto_sans,very comfortable,none,"laptop, desktop, tablet, phone",207
1,2,5.0,1.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,calibri,everyday,male,yes,yes,noto_sans,very comfortable,none,"laptop, desktop, tablet, phone",244
1,2,5.0,1.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,everyday,male,yes,yes,times,very comfortable,none,"laptop, desktop, tablet, phone",315
1,2,5.0,2.0,english,glasses,"paper, laptop, desktop, tablet, phone",yes,none,bachelor's degree (4-years of college),everyday,none,laptop,times,everyday,male,yes,yes,times,very comfortable,none,"laptop, desktop, tablet, phone",240
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,arial,everyday,male,yes,yes,arial,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",260
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,calibri,everyday,male,yes,yes,arial,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",247
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,noto_sans,everyday,male,yes,yes,calibri,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",201
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,calibri,everyday,male,yes,yes,calibri,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",308
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,times,everyday,male,yes,yes,noto_sans,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",214
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,noto_sans,everyday,male,yes,yes,noto_sans,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",205
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,arial,everyday,male,yes,yes,roboto,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",183
1,3,4.0,1.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,roboto,everyday,male,yes,yes,roboto,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",257
1,3,4.0,2.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,times,everyday,male,yes,yes,times,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",310
1,3,4.0,1.0,english,glasses,"paper, tablet, phone",no,none,some college,2-3 times a week,none,desktop,roboto,everyday,male,yes,yes,times,very comfortable,caffeine,"paper, laptop, desktop, tablet, phone",213
1,3,3.0,2.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,franklin_gothic,once a month,male,yes,yes,arial,very comfortable,none,"paper, laptop, desktop",215
1,3,3.0,1.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,arial,once a month,male,yes,yes,arial,very comfortable,none,"paper, laptop, desktop",283
1,3,3.0,4.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,calibri,once a month,male,yes,yes,calibri,very comfortable,none,"paper, laptop, desktop",343
1,3,3.0,2.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,times,once a month,male,yes,yes,calibri,very comfortable,none,"paper, laptop, desktop",131
1,3,3.0,2.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,franklin_gothic,once a month,male,yes,yes,franklin_gothic,very comfortable,none,"paper, laptop, desktop",208
1,3,3.0,2.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,noto_sans,once a month,male,yes,yes,franklin_gothic,very comfortable,none,"paper, laptop, desktop",264
1,3,3.0,4.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,calibri,once a month,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop",237
1,3,3.0,2.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,noto_sans,once a month,male,yes,yes,noto_sans,very comfortable,none,"paper, laptop, desktop",362
1,3,3.0,2.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,times,once a month,male,yes,yes,times,very comfortable,none,"paper, laptop, desktop",293
1,3,3.0,1.0,english,none,"paper, tablet, phone, kindle or other e-reader",yes,none,high school/ged,everyday,none,laptop,arial,once a month,male,yes,yes,times,very comfortable,none,"paper, laptop, desktop",164
1,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,arial,2-3 times a week,female,yes,yes,arial,very comfortable,none,"laptop, desktop",308
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,arial,2-3 times a week,female,yes,yes,arial,very comfortable,none,"laptop, desktop",332
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,calibri,very comfortable,none,"laptop, desktop",335
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,calibri,very comfortable,none,"laptop, desktop",316
1,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,arial,2-3 times a week,female,yes,yes,noto_sans,very comfortable,none,"laptop, desktop",313
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,arial,2-3 times a week,female,yes,yes,noto_sans,very comfortable,none,"laptop, desktop",236
1,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,roboto,very comfortable,none,"laptop, desktop",318
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,roboto,very comfortable,none,"laptop, desktop",265
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,times,very comfortable,none,"laptop, desktop",457
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,times,very comfortable,none,"laptop, desktop",374
1,3,5.0,2.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,times,very comfortable,none,"laptop, desktop",394
1,3,5.0,1.0,english,none,"paper, laptop, phone",yes,none,bachelor's degree (4-years of college),once a week,none,laptop,times,2-3 times a week,female,yes,yes,times,very comfortable,none,"laptop, desktop",380
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,roboto,2-3 times a week,male,yes,yes,arial,very comfortable,none,desktop,177
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,roboto,2-3 times a week,male,yes,yes,arial,very comfortable,none,desktop,242
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,calibri,2-3 times a week,male,yes,yes,calibri,very comfortable,none,desktop,206
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,calibri,2-3 times a week,male,yes,yes,calibri,very comfortable,none,desktop,177
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,times,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,desktop,194
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,times,2-3 times a week,male,yes,yes,noto_sans,very comfortable,none,desktop,206
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,roboto,2-3 times a week,male,yes,yes,roboto,very comfortable,none,desktop,171
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,roboto,2-3 times a week,male,yes,yes,roboto,very comfortable,none,desktop,148
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,times,2-3 times a week,male,yes,yes,times,very comfortable,none,desktop,196
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,calibri,2-3 times a week,male,yes,yes,times,very comfortable,none,desktop,144
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,calibri,2-3 times a week,male,yes,yes,times,very comfortable,none,desktop,169
2,2,5.0,1.0,english,glasses,"desktop, kindle or other e-reader",no,cantonese,bachelor's degree (4-years of college),2-3 times a week,none,desktop,times,2-3 times a week,male,yes,yes,times,very comfortable,none,desktop,253
1,4,5.0,2.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,arial,everyday,female,maybe,yes,arial,very comfortable,none,desktop,260
1,4,5.0,1.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,calibri,everyday,female,maybe,yes,arial,very comfortable,none,desktop,233
1,4,5.0,1.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,calibri,everyday,female,maybe,yes,calibri,very comfortable,none,desktop,195
1,4,5.0,1.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,times,everyday,female,maybe,yes,calibri,very comfortable,none,desktop,199
1,4,5.0,2.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,arial,everyday,female,maybe,yes,noto_sans,very comfortable,none,desktop,199
1,4,5.0,2.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,noto_sans,everyday,female,maybe,yes,noto_sans,very comfortable,none,desktop,205
1,4,5.0,1.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,utopia,everyday,female,maybe,yes,times,very comfortable,none,desktop,232
1,4,5.0,1.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,times,everyday,female,maybe,yes,times,very comfortable,none,desktop,227
1,4,5.0,2.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,noto_sans,everyday,female,maybe,yes,utopia,very comfortable,none,desktop,100
1,4,5.0,1.0,english,glasses,"paper, desktop, phone",no,none,high school/ged,once a week,none,desktop,utopia,everyday,female,maybe,yes,utopia,very comfortable,none,desktop,229
1,1,3.0,4.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,noto_sans,everyday,male,maybe,yes,arial,very comfortable,none,"laptop, desktop, phone",163
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,arial,everyday,male,maybe,yes,arial,very comfortable,none,"laptop, desktop, phone",187
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,calibri,everyday,male,maybe,yes,calibri,very comfortable,none,"laptop, desktop, phone",182
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,arial,everyday,male,maybe,yes,calibri,very comfortable,none,"laptop, desktop, phone",161
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,calibri,everyday,male,maybe,yes,montserrat,very comfortable,none,"laptop, desktop, phone",179
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,montserrat,everyday,male,maybe,yes,montserrat,very comfortable,none,"laptop, desktop, phone",206
1,1,3.0,4.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,noto_sans,everyday,male,maybe,yes,noto_sans,very comfortable,none,"laptop, desktop, phone",211
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,times,everyday,male,maybe,yes,noto_sans,very comfortable,none,"laptop, desktop, phone",169
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,montserrat,everyday,male,maybe,yes,times,very comfortable,none,"laptop, desktop, phone",180
1,1,3.0,1.0,english,none,"desktop, phone",maybe,none,associate's degree (2-years of college),2-3 times a week,none,desktop,times,everyday,male,maybe,yes,times,very comfortable,none,"laptop, desktop, phone",187
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,helvetica,everyday,female,yes,yes,arial,very comfortable,none,"laptop, tablet, phone",416
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,arial,everyday,female,yes,yes,arial,very comfortable,none,"laptop, tablet, phone",341
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,calibri,everyday,female,yes,yes,calibri,very comfortable,none,"laptop, tablet, phone",370
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,arial,everyday,female,yes,yes,calibri,very comfortable,none,"laptop, tablet, phone",314
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,everyday,female,yes,yes,helvetica,very comfortable,none,"laptop, tablet, phone",298
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,helvetica,everyday,female,yes,yes,helvetica,very comfortable,none,"laptop, tablet, phone",318
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,noto_sans,everyday,female,yes,yes,noto_sans,very comfortable,none,"laptop, tablet, phone",400
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,times,everyday,female,yes,yes,noto_sans,very comfortable,none,"laptop, tablet, phone",339
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,calibri,everyday,female,yes,yes,times,very comfortable,none,"laptop, tablet, phone",395
1,3,4.0,1.0,arabic,none,"laptop, tablet, phone",no,"french, english",bachelor's degree (4-years of college),everyday,none,laptop,times,everyday,female,yes,yes,times,very comfortable,none,"laptop, tablet, phone",328
1,4,3.0,4.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,arial,once a week,female,yes,no,arial,very comfortable,none,laptop,97
1,4,3.0,4.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,arial,once a week,female,yes,no,arial,very comfortable,none,laptop,124
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,arial,once a week,female,yes,no,arial,very comfortable,none,laptop,130
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,arial,once a week,female,yes,no,arial,very comfortable,none,laptop,257
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,calibri,once a week,female,yes,no,calibri,very comfortable,none,laptop,164
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,calibri,once a week,female,yes,no,calibri,very comfortable,none,laptop,226
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,calibri,once a week,female,yes,no,calibri,very comfortable,none,laptop,61
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,calibri,once a week,female,yes,no,calibri,very comfortable,none,laptop,164
1,4,3.0,2.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,noto_sans,once a week,female,yes,no,noto_sans,very comfortable,none,laptop,98
1,4,3.0,2.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,noto_sans,once a week,female,yes,no,noto_sans,very comfortable,none,laptop,82
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,noto_sans,once a week,female,yes,no,noto_sans,very comfortable,none,laptop,96
1,4,3.0,1.0,english,none,"paper, laptop, tablet, phone",yes,none,some college,2-3 times a week,none,laptop,noto_sans,once a week,female,yes,no,noto_sans,very comfortable,none,laptop,167
