in_users?,in_wpm?,id_user,font,id_passage,font fam,score,pass fam,pass int
0,0,453,times,24,3,1,1,1
1,0,454,times,22,3,1,3,5
1,2,454,times,28,3,1,1,4
1,2,455,times,19,1,1,2,3
1,2,455,times,25,1,0,1,2
1,2,456,times,21,2,0.5,1,4
1,2,456,times,22,2,1,2,4
1,2,456,times,23,2,1,1,3
1,2,456,times,27,2,1,1,3
1,2,457,times,19,2,1,1,1
1,2,457,times,20,2,1,2,3
1,2,461,times,25,2,1,1,2
1,2,461,times,27,2,1,1,1
1,2,462,times,20,2,1,3,5
1,2,462,times,21,2,1,1,5
1,2,463,times,24,3,1,5,5
1,2,463,times,27,3,0.5,5,5
0,2,465,times,23,3,0.5,1,2
0,0,465,times,25,3,0.5,1,1
0,0,468,times,24,2,1,4,4
0,0,468,times,27,2,0,4,3
1,0,470,times,22,3,1,3,5
1,2,470,times,26,3,1,2,3
1,2,471,times,26,3,1,2,4
1,2,471,times,28,3,1,1,4
1,2,472,times,25,3,0.5,3,2
1,2,472,times,27,3,1,1,3
0,2,473,times,20,2,0.5,1,3
0,0,473,times,23,2,1,1,3
1,0,474,times,21,2,1,2,3
1,2,474,times,25,2,0.5,2,3
0,2,475,times,20,3,0.5,2,2
0,0,475,times,21,3,1,2,3
1,0,476,times,22,3,1,2,3
1,2,476,times,26,3,0.5,1,3
1,2,477,times,22,3,1,2,4
1,2,477,times,28,3,1,1,4
1,2,478,times,23,2,1,1,3
1,2,478,times,24,2,0.5,1,3
0,2,482,times,21,2,0.5,3,2
0,0,482,times,26,2,1,2,4
1,0,483,times,22,3,1,2,4
1,2,483,times,23,3,1,1,4
1,2,484,times,22,3,0.5,2,4
1,2,484,times,27,3,0.5,1,3
0,2,485,times,20,3,1,5,5
0,0,485,times,26,3,1,5,5
1,0,486,times,22,2,1,4,2
1,2,486,times,25,2,1,2,1
0,2,487,times,19,3,0.5,5,5
0,0,487,times,26,3,1,5,5
0,0,488,times,21,2,1,1,3
0,0,488,times,27,2,1,1,3
0,0,489,times,25,3,0,1,2
0,0,489,times,28,3,1,1,2
1,0,490,times,20,3,0.5,2,4
1,2,490,times,22,3,1,2,4
1,2,491,times,26,3,1,1,4
1,2,491,times,28,3,1,2,4
1,2,492,times,20,3,1,2,4
1,2,492,times,24,3,1,1,2
1,2,495,times,25,,0.5,1,5
1,2,496,times,20,2,1,4,5
1,2,496,times,26,2,1,4,5
1,2,497,times,23,3,1,1,3
1,2,497,times,28,3,1,1,3
1,2,498,times,23,3,1,1,3
1,2,498,times,27,3,1,1,3
1,2,500,times,27,3,1,1,2
1,2,500,times,28,3,1,1,4
1,2,501,times,22,3,1,4,2
1,2,501,times,25,3,1,1,3
0,2,503,times,20,1,1,1,2
0,0,503,times,25,1,1,1,2
1,0,507,times,23,3,1,1,1
1,2,507,times,26,3,1,1,1
1,2,509,times,27,3,0.5,1,2
1,2,509,times,28,3,1,1,2
1,2,510,times,19,3,1,3,3
1,2,510,times,24,3,1,1,4
1,2,511,times,25,2,1,1,2
1,2,511,times,28,2,1,1,2
1,2,512,times,19,1,0.5,1,1
1,2,512,times,28,1,1,1,2
1,2,514,times,22,3,1,1,3
1,2,514,times,25,3,1,1,2
1,2,515,times,19,3,1,1,2
1,2,515,times,28,3,1,1,2
1,2,516,times,19,3,1,1,1
1,2,516,times,25,3,1,1,2
1,2,517,times,23,3,0.5,1,1
1,2,517,times,25,3,0.5,1,3
1,2,518,times,19,3,1,1,3
1,2,518,times,20,3,1,2,4
1,2,519,times,20,2,1,4,4
1,2,519,times,21,2,1,4,4
1,2,521,times,19,2,1,3,4
1,2,521,times,22,2,1,3,4
1,2,522,times,19,3,1,3,4
1,2,522,times,25,3,1,2,4
1,2,523,times,20,2,1,1,5
1,2,523,times,27,2,1,1,2
1,2,524,times,24,3,1,2,3
1,2,524,times,26,3,1,1,1
1,2,525,times,25,2,1,1,3
1,2,525,times,26,2,1,1,3
1,2,527,times,23,3,0.5,1,2
1,2,527,times,27,3,1,1,4
1,2,529,times,25,3,1,2,3
1,2,529,times,28,3,1,1,2
0,2,530,times,19,1,1,2,3
0,0,530,times,21,1,1,1,3
1,0,532,times,21,3,1,1,3
1,2,532,times,26,3,1,1,1
1,1,534,times,22,2,1,2,2
1,2,534,times,27,2,1,1,2
1,2,536,times,24,3,0.5,2,4
1,2,536,times,28,3,1,1,2
1,2,538,times,24,2,1,2,4
1,2,538,times,25,2,1,2,4
1,2,539,times,25,3,0.5,2,4
1,2,539,times,26,3,1,1,4
1,1,543,times,22,2,1,3,4
1,2,543,times,26,2,1,1,3
1,2,544,times,21,3,0.5,2,2
1,2,544,times,28,3,1,2,4
0,2,545,times,26,3,1,1,1
0,0,545,times,28,3,0,1,1
1,0,548,times,19,3,1,1,1
1,2,548,times,26,3,1,1,2
1,2,549,times,19,3,1,1,2
1,2,549,times,20,3,1,3,3
1,2,550,times,21,3,0.5,1,2
1,2,550,times,25,3,0.5,1,3
1,2,551,times,19,3,1,1,1
1,2,551,times,26,3,1,1,2
1,2,552,times,21,3,0.5,1,3
1,2,552,times,24,3,1,1,1
0,2,555,times,19,2,1,1,3
0,0,555,times,28,2,1,2,3
0,0,556,times,20,3,1,1,2
0,0,556,times,26,3,1,1,2
1,0,557,times,22,2,0.5,3,1
1,2,557,times,24,2,0.5,2,4
0,2,558,times,20,3,1,4,3
0,0,558,times,21,3,1,2,3
1,0,559,times,20,3,1,2,4
1,2,559,times,22,3,1,3,3
1,2,561,times,23,2,1,2,3
1,2,561,times,27,2,1,1,2
1,2,563,times,24,2,1,1,2
1,1,563,times,27,2,1,1,3
1,2,564,times,26,2,1,2,3
1,2,564,times,28,2,1,1,2
0,2,565,times,22,2,0.5,3,5
0,0,565,times,28,2,0.5,1,1
1,0,566,times,23,3,1,3,3
1,2,566,times,28,3,1,1,2
1,2,568,times,20,3,1,4,3
1,2,568,times,25,3,1,1,3
1,2,569,times,19,3,0.5,1,2
1,2,569,times,28,3,1,1,4
1,2,570,times,24,3,1,2,2
1,2,570,times,27,3,1,1,2
1,2,571,times,22,2,1,2,5
1,2,571,times,27,2,1,1,5
1,2,572,times,20,2,0,1,1
1,1,572,times,23,2,0.5,1,2
0,2,575,times,23,3,0.5,1,1
0,0,575,times,26,3,0.5,1,1
1,0,576,times,19,2,1,3,3
1,0,576,times,24,2,1,3,4
1,2,577,times,24,2,1,1,3
1,1,577,times,28,2,1,1,4
1,1,578,times,20,2,1,1,3
1,2,578,times,28,2,1,1,1
1,2,579,times,19,2,1,1,1
1,1,579,times,21,2,1,2,3
1,2,580,times,21,3,0.5,3,3
1,2,580,times,28,3,1,2,2
1,2,581,times,19,3,1,3,4
1,2,581,times,23,3,0.5,1,1
1,2,582,times,23,2,1,2,3
1,1,582,times,24,2,1,4,4
1,1,583,times,26,2,1,1,4
1,2,583,times,28,2,1,1,4
1,2,585,times,20,3,1,1,3
1,2,585,times,26,3,1,1,4
1,2,588,times,24,3,0.5,1,1
1,2,588,times,26,3,0.5,1,2
0,2,589,times,20,2,0.5,3,4
0,0,589,times,23,2,0.5,2,1
1,0,592,times,20,3,1,3,4
1,2,592,times,25,3,1,1,2
1,2,595,times,23,3,1,1,4
1,2,595,times,24,3,0.5,1,5
1,2,596,times,19,2,0.5,3,4
1,2,596,times,21,2,1,1,4
1,2,597,times,23,3,1,1,2
1,2,597,times,28,3,1,1,3
1,2,598,times,21,2,1,2,3
1,2,598,times,22,2,1,2,3
0,2,601,times,24,2,0.5,5,3
0,0,601,times,26,2,0,3,1
0,0,602,times,20,2,0,3,3
0,0,602,times,27,2,0,3,4
1,0,604,times,23,2,1,3,4
1,2,604,times,27,2,1,1,4
1,2,606,times,23,2,1,1,4
1,2,606,times,26,2,1,1,3
1,2,608,times,22,3,1,2,4
1,1,608,times,23,3,1,1,3
1,1,609,times,25,2,0.5,2,2
1,2,609,times,28,2,1,1,1
1,1,610,times,19,1,1,1,3
1,2,610,times,22,1,1,1,2
1,2,612,times,22,2,1,3,4
1,0,612,times,25,2,1,2,4
0,2,613,times,22,2,1,3,4
0,0,613,times,24,2,1,3,4
0,0,614,times,23,2,0.5,1,2
0,0,614,times,25,2,0.5,1,3
1,0,616,times,20,3,1,3,4
1,2,616,times,25,3,1,1,4
1,2,617,times,24,2,1,1,3
1,1,617,times,26,2,1,1,4
1,0,618,times,19,3,1,2,5
1,2,618,times,20,3,1,3,5
1,2,619,times,27,3,1,1,2
1,2,619,times,28,3,1,1,3
1,2,620,times,25,2,1,1,2
1,2,620,times,27,2,1,1,2
1,2,621,times,24,2,1,1,3
1,2,621,times,25,2,1,1,3
1,2,622,times,19,2,1,1,2
1,2,622,times,23,2,1,1,3
0,2,623,times,23,3,1,1,1
0,0,623,times,24,3,1,1,1
1,0,624,times,22,3,1,3,5
1,2,624,times,28,3,1,1,4
1,2,626,times,22,2,1,1,4
1,2,626,times,28,2,1,1,3
0,2,627,times,22,3,1,1,4
0,0,627,times,24,3,1,1,3
0,0,628,times,21,2,1,3,3
0,0,628,times,26,2,1,1,2
0,0,629,times,23,3,0.5,4,3
0,0,629,times,28,3,0,4,4
1,0,632,times,25,2,1,3,4
1,1,632,times,28,2,1,4,4
1,2,633,times,22,3,1,3,3
1,1,633,times,28,3,0.5,1,2
1,2,635,times,21,3,1,2,3
1,2,635,times,26,3,1,1,3
1,2,636,times,26,2,1,1,3
1,2,636,times,27,2,1,1,2
0,2,639,times,21,2,0.5,3,2
0,0,639,times,25,2,0,2,2
1,0,640,times,19,1,1,1,1
1,2,640,times,27,1,1,1,1
0,2,641,times,22,3,1,3,5
0,0,641,times,27,3,1,2,3
1,0,642,times,19,2,0.5,2,2
1,2,642,times,22,2,1,3,3
1,2,643,times,19,3,1,2,3
1,2,643,times,22,3,1,2,4
1,2,644,times,20,3,1,3,4
1,2,644,times,26,3,1,1,3
1,2,645,times,22,3,1,1,5
1,1,645,times,28,3,1,1,5
0,0,647,times,23,1,0.5,2,5
0,0,647,times,24,1,0.5,1,4
1,0,649,times,22,3,1,3,3
1,2,649,times,26,3,1,1,2
0,2,651,times,21,3,1,3,3
0,0,651,times,22,3,1,4,5
0,0,652,times,20,2,0,3,
0,0,652,times,28,2,0,3,4
1,0,654,times,19,3,1,2,3
1,2,654,times,24,3,1,1,4
1,2,656,times,23,2,1,1,2
1,2,656,times,26,2,0.5,1,1
1,2,657,times,24,3,1,1,3
1,2,657,times,25,3,0,1,1
0,2,658,times,21,2,1,1,3
0,0,658,times,25,2,1,1,2
0,0,659,times,23,3,0.5,1,1
0,0,659,times,25,3,0.5,1,1
1,0,660,times,21,3,1,1,2
1,2,660,times,25,3,1,1,1
1,2,661,times,19,3,1,2,3
1,2,661,times,26,3,1,1,3
1,2,662,times,23,2,1,2,2
1,2,662,times,26,2,1,1,2
0,2,663,times,21,3,0.5,5,3
0,0,663,times,23,3,0.5,2,3
0,0,665,times,21,2,1,2,2
0,0,665,times,23,2,1,2,3
1,0,666,times,20,3,0.5,1,1
1,2,666,times,23,3,1,1,1
0,2,667,times,23,2,0.5,1,1
0,0,667,times,26,2,0.5,1,1
1,0,668,times,24,3,1,1,3
1,2,668,times,28,3,1,1,3
1,1,669,times,24,3,1,1,2
1,2,669,times,25,3,1,1,4
1,2,670,times,19,2,1,1,3
1,2,670,times,23,2,1,1,3
1,1,671,times,24,2,1,1,2
1,2,671,times,26,2,0.5,1,1
1,2,672,times,19,3,1,1,2
1,2,672,times,22,3,1,2,3
1,2,673,times,21,3,1,2,2
1,2,673,times,25,3,1,1,1
1,2,674,times,19,2,1,1,1
1,2,674,times,25,2,1,1,1
1,2,675,times,21,2,1,1,1
1,2,675,times,25,2,1,1,1
1,2,676,times,20,3,1,4,5
1,2,676,times,28,3,0.5,1,4
0,2,678,times,21,3,0.5,2,3
0,0,678,times,24,3,1,1,4
0,0,679,times,19,3,0.5,1,1
0,0,679,times,24,3,0.5,1,1
1,0,682,times,22,3,1,2,2
1,2,682,times,24,3,1,1,2
1,2,683,times,24,3,1,1,4
1,2,683,times,27,3,1,2,2
1,2,684,times,23,1,0.5,1,2
1,2,684,times,25,1,1,1,2
1,1,685,times,25,2,1,1,1
1,2,685,times,26,2,1,1,1
1,2,686,times,21,3,1,1,1
1,2,686,times,28,3,1,1,3
1,2,687,times,21,2,0.5,1,2
1,2,687,times,25,2,1,1,3
1,2,688,times,27,3,1,1,1
1,2,688,times,28,3,1,1,1
1,2,689,times,21,3,0.5,2,2
1,2,689,times,22,3,1,2,2
0,2,690,times,21,1,0.5,3,5
0,0,690,times,27,1,0.5,1,2
1,0,693,times,19,3,1,1,3
1,2,693,times,21,3,1,2,4
0,2,694,times,21,3,1,4,3
0,0,694,times,24,3,1,2,4
0,0,695,times,23,2,0,3,3
0,0,695,times,24,2,0.5,3,4
1,0,696,times,26,3,1,4,5
1,1,696,times,28,3,1,3,5
1,2,697,times,25,2,0.5,4,4
1,2,697,times,28,2,0.5,5,3
1,1,698,times,26,2,1,1,3
1,2,698,times,27,2,1,1,2
1,2,699,times,20,2,0.5,1,3
1,1,699,times,23,2,0.5,1,2
1,2,700,times,25,2,1,1,3
1,2,700,times,26,2,1,1,3
0,2,701,times,22,2,0.5,4,4
0,0,701,times,25,2,0.5,4,4
1,0,702,times,19,3,1,1,3
1,2,702,times,23,3,1,1,2
1,2,705,times,21,2,1,1,5
1,2,705,times,28,2,0.5,1,1
1,2,706,times,20,2,1,3,3
1,2,706,times,22,2,1,3,3
1,2,707,times,20,3,0.5,1,1
1,2,707,times,25,3,0.5,1,1
0,2,708,times,22,2,0.5,3,3
0,0,708,times,26,2,1,4,5
1,0,709,times,20,2,0.5,4,3
1,2,709,times,27,2,0.5,4,4
1,2,710,times,21,2,1,1,2
1,2,710,times,22,2,1,2,4
0,2,751,times,20,3,1,5,4
0,0,751,times,25,3,1,4,4
1,1,5,roboto,19,1,1,1,2
1,1,9,roboto,19,2,1,1,2
1,1,10,roboto,23,3,0.5,1,1
1,1,22,roboto,23,1,0,1,1
1,1,22,roboto,24,1,1,1,1
1,1,24,roboto,23,2,1,2,3
1,1,41,roboto,26,1,1,2,2
1,1,53,roboto,28,2,1,1,4
0,1,58,roboto,22,1,1,1,2
0,0,65,roboto,27,1,1,2,3
0,0,65,roboto,28,1,1,1,2
1,0,66,roboto,23,1,1,1,3
1,1,66,roboto,24,1,0.5,1,4
1,1,88,roboto,20,1,0.5,2,2
1,1,88,roboto,27,1,1,1,2
0,2,91,roboto,20,2,0,3,2
0,0,91,roboto,28,2,0,3,2
1,0,95,roboto,19,1,1,2,2
1,2,95,roboto,26,1,1,1,2
1,2,97,roboto,19,1,1,2,4
1,2,97,roboto,25,1,1,1,3
0,2,105,roboto,25,3,1,1,2
0,0,105,roboto,28,3,1,1,1
0,0,108,roboto,22,1,1,2,3
1,0,111,roboto,20,1,1,4,4
1,2,111,roboto,25,1,1,1,4
1,2,119,roboto,22,2,0.5,1,4
1,2,126,roboto,23,2,1,1,2
1,1,126,roboto,28,2,1,1,3
1,2,128,roboto,27,2,1,1,1
1,2,128,roboto,28,2,1,1,2
1,1,129,roboto,20,3,0.5,2,4
1,2,129,roboto,27,3,1,1,3
1,2,138,roboto,20,3,1,3,5
1,2,145,roboto,23,1,0.5,1,3
1,2,145,roboto,27,1,1,1,4
1,2,150,roboto,19,1,1,1,3
1,2,150,roboto,27,1,1,1,2
0,2,152,roboto,20,2,0,3,3
1,0,153,roboto,27,2,1,1,2
1,2,153,roboto,28,2,1,1,4
1,2,158,roboto,26,1,1,1,2
1,2,158,roboto,28,1,1,1,4
1,0,159,roboto,20,3,1,5,5
1,2,159,roboto,27,3,1,2,3
0,2,160,roboto,24,1,1,2,3
0,0,161,roboto,22,2,1,3,3
0,0,161,roboto,23,2,0.5,1,1
0,0,162,roboto,20,2,1,3,3
0,0,162,roboto,28,2,1,1,4
1,0,167,roboto,24,1,1,1,1
1,2,167,roboto,25,1,1,1,2
0,2,168,roboto,22,2,1,2,4
0,0,168,roboto,25,2,0.5,1,2
1,0,173,roboto,19,2,1,1,1
1,2,174,roboto,27,3,1,3,2
1,2,174,roboto,28,3,1,3,3
1,2,177,roboto,19,3,1,3,4
1,2,177,roboto,24,3,1,2,4
1,2,180,roboto,26,3,1,1,2
0,1,185,roboto,26,2,1,1,1
0,0,185,roboto,27,2,1,1,2
1,0,190,roboto,22,2,1,4,4
1,2,192,roboto,19,1,1,1,1
1,2,192,roboto,27,1,1,1,1
1,2,198,roboto,20,2,1,2,4
1,0,198,roboto,27,2,1,1,1
1,1,200,roboto,27,1,1,1,1
1,2,207,roboto,22,1,1,2,4
1,2,210,roboto,21,2,1,3,5
1,2,210,roboto,24,2,1,2,4
1,2,211,roboto,21,1,1,2,3
1,2,211,roboto,27,1,1,1,2
1,2,212,roboto,21,2,1,1,1
1,2,212,roboto,28,2,1,1,2
1,2,213,roboto,21,1,1,1,4
1,2,213,roboto,27,1,1,1,1
1,2,214,roboto,23,1,1,1,5
1,1,214,roboto,25,1,1,1,5
0,0,218,roboto,20,1,0.5,3,4
0,0,218,roboto,23,1,0,1,2
1,0,220,roboto,19,1,1,2,4
1,2,223,roboto,25,1,1,1,5
1,0,228,roboto,26,1,1,2,4
1,0,228,roboto,28,1,1,1,3
0,2,229,roboto,25,2,1,1,2
1,0,230,roboto,20,1,1,3,3
1,2,230,roboto,27,1,1,1,1
1,2,231,roboto,24,3,0.5,2,1
1,2,231,roboto,25,3,0.5,1,1
1,2,234,roboto,19,2,1,1,2
1,2,234,roboto,20,2,1,1,2
1,2,235,roboto,19,2,1,1,1
1,2,235,roboto,26,2,1,1,3
1,2,238,roboto,21,2,1,1,3
1,2,238,roboto,27,2,1,1,2
1,2,240,roboto,27,1,1,1,1
1,2,240,roboto,28,1,1,1,3
0,2,245,roboto,22,2,1,1,3
0,0,245,roboto,28,2,0,3,4
1,0,246,roboto,20,1,1,1,1
1,2,246,roboto,23,1,1,1,1
1,2,249,roboto,20,1,1,3,2
1,2,249,roboto,26,1,0.5,1,1
1,2,254,roboto,19,3,1,2,1
0,2,256,roboto,20,1,1,2,4
1,0,258,roboto,25,1,1,1,1
1,2,258,roboto,28,1,1,1,3
1,2,264,roboto,24,3,0.5,1,1
1,2,264,roboto,26,3,1,1,3
1,2,265,roboto,24,2,0.5,2,2
1,2,265,roboto,26,2,1,1,3
1,2,267,roboto,22,1,1,3,5
1,2,268,roboto,20,2,1,2,3
1,2,268,roboto,28,2,1,1,2
1,2,277,roboto,23,2,1,1,3
1,2,277,roboto,24,2,1,1,3
0,2,278,roboto,22,3,0.5,1,3
0,0,278,roboto,24,3,0.5,1,3
1,0,281,roboto,21,2,1,1,2
1,2,281,roboto,24,2,1,1,3
1,2,282,roboto,19,1,1,1,3
1,2,282,roboto,25,1,1,1,2
1,2,287,roboto,25,2,1,1,3
1,2,287,roboto,28,2,1,4,4
1,2,291,roboto,23,1,1,1,2
1,2,292,roboto,19,1,1,1,2
1,2,292,roboto,21,1,1,1,2
1,2,293,roboto,20,1,1,4,4
1,2,293,roboto,25,1,1,1,3
1,2,295,roboto,22,2,0.5,3,4
1,2,297,roboto,27,1,1,1,4
1,2,297,roboto,28,1,1,1,2
0,2,298,roboto,23,3,1,2,3
0,0,298,roboto,27,3,1,1,3
0,0,302,roboto,21,2,1,,
0,0,302,roboto,27,2,0,3,5
1,0,303,roboto,24,2,0.5,1,2
1,1,303,roboto,28,2,1,1,3
1,2,312,roboto,24,3,1,1,5
1,2,312,roboto,26,3,1,1,4
1,2,314,roboto,22,1,0.5,2,2
1,2,314,roboto,27,1,1,1,1
1,2,315,roboto,24,1,1,1,3
1,2,315,roboto,28,1,1,1,3
1,2,316,roboto,21,1,0.5,3,2
1,2,316,roboto,23,1,1,2,2
1,2,319,roboto,22,3,1,2,2
1,2,319,roboto,23,3,1,1,3
1,2,321,roboto,23,1,1,1,2
1,2,321,roboto,27,1,1,1,2
1,2,325,roboto,23,2,0.5,1,4
1,2,325,roboto,25,2,1,2,4
0,2,329,roboto,25,2,1,1,4
1,0,331,roboto,26,3,0.5,1,2
1,2,331,roboto,27,3,1,1,3
0,2,333,roboto,20,2,0.5,3,4
0,0,333,roboto,27,2,1,2,2
1,0,337,roboto,22,1,1,2,4
1,2,337,roboto,23,1,1,1,4
1,2,339,roboto,20,1,0.5,3,2
1,2,339,roboto,22,1,1,3,2
1,2,344,roboto,19,2,1,2,4
1,2,344,roboto,22,2,1,4,4
1,2,345,roboto,24,1,1,1,1
1,2,345,roboto,25,1,1,1,3
1,2,347,roboto,22,2,1,5,5
1,1,347,roboto,27,2,1,5,4
1,2,348,roboto,26,3,1,1,2
1,2,348,roboto,28,3,1,1,3
1,2,353,roboto,20,1,1,1,1
1,2,353,roboto,24,1,1,1,1
1,2,355,roboto,24,2,0.5,3,3
1,2,355,roboto,27,2,1,3,3
0,1,357,roboto,24,2,1,1,1
0,0,357,roboto,27,2,1,2,1
0,0,362,roboto,23,3,1,2,4
0,0,362,roboto,27,3,1,1,4
1,0,364,roboto,21,2,1,1,3
1,2,364,roboto,23,2,1,1,2
1,2,368,roboto,21,1,1,2,3
1,2,368,roboto,26,1,1,2,2
1,2,369,roboto,19,3,1,1,3
1,2,369,roboto,20,3,1,1,4
1,2,374,roboto,20,2,0.5,2,3
1,2,375,roboto,22,1,1,2,4
1,2,375,roboto,28,1,1,1,4
1,2,378,roboto,26,3,1,4,4
1,2,380,roboto,21,1,1,2,4
1,2,380,roboto,27,1,1,1,3
1,2,387,roboto,19,3,1,2,3
1,2,387,roboto,25,3,1,1,3
1,2,388,roboto,25,2,1,3,4
1,2,388,roboto,28,2,1,2,3
0,2,389,roboto,21,3,1,4,4
0,0,389,roboto,22,3,1,1,4
1,0,392,roboto,24,2,0.5,1,3
1,2,392,roboto,28,2,1,1,4
1,2,393,roboto,22,3,1,2,3
1,2,393,roboto,24,3,1,1,2
1,2,395,roboto,23,1,0.5,1,2
1,2,396,roboto,25,3,0.5,1,1
1,2,396,roboto,26,3,1,1,2
0,2,398,roboto,24,1,0.5,2,2
1,0,399,roboto,24,2,1,1,2
1,2,399,roboto,26,2,1,1,2
1,2,400,roboto,21,2,1,1,4
1,2,400,roboto,25,2,1,1,5
1,2,402,roboto,20,2,1,3,5
1,2,405,roboto,26,1,1,1,1
1,2,406,roboto,25,1,0.5,1,2
1,2,406,roboto,28,1,1,1,2
1,2,407,roboto,20,2,1,4,4
1,2,407,roboto,26,2,1,1,4
1,2,408,roboto,22,1,1,3,3
1,2,408,roboto,25,1,1,1,2
0,2,412,roboto,27,1,1,3,4
0,0,412,roboto,28,1,0.5,1,4
1,0,420,roboto,26,3,1,1,1
1,2,431,roboto,19,1,1,1,3
1,2,431,roboto,26,1,1,1,2
1,2,433,roboto,25,3,0.5,1,2
1,2,433,roboto,26,3,1,3,2
1,2,436,roboto,20,2,1,5,5
1,1,436,roboto,27,2,0.5,4,3
1,2,439,roboto,21,2,1,2,2
1,2,439,roboto,22,2,1,2,2
1,2,440,roboto,26,2,1,1,3
0,2,442,roboto,22,3,0.5,2,3
1,0,443,roboto,22,2,1,3,3
1,2,443,roboto,26,2,1,2,2
1,2,444,roboto,19,2,1,2,2
1,2,444,roboto,20,2,1,4,3
1,2,447,roboto,21,3,1,1,3
1,2,447,roboto,27,3,1,1,3
1,0,449,roboto,21,2,1,3,4
1,2,449,roboto,23,2,1,2,2
1,2,450,roboto,20,3,1,4,5
1,2,456,roboto,19,1,1,1,3
1,2,461,roboto,22,2,1,2,2
1,2,461,roboto,28,2,1,1,1
1,2,470,roboto,25,3,0.5,1,3
1,2,470,roboto,28,3,1,2,5
1,2,471,roboto,19,3,1,3,5
1,2,471,roboto,23,3,1,1,3
1,2,472,roboto,23,3,1,1,2
1,2,472,roboto,26,3,1,1,3
0,2,473,roboto,21,2,0.5,1,2
0,0,473,roboto,25,2,0,1,2
1,0,474,roboto,19,1,1,2,3
1,2,474,roboto,20,1,1,3,3
0,2,482,roboto,19,2,1,3,3
0,0,482,roboto,20,2,0,1,3
1,0,486,roboto,24,3,1,1,1
1,2,486,roboto,27,3,1,1,1
0,2,623,roboto,26,1,1,1,1
0,0,623,roboto,28,1,1,2,2
1,0,636,roboto,21,2,1,1,3
1,2,636,roboto,22,2,1,3,5
1,1,654,roboto,20,1,1,4,4
1,2,654,roboto,28,1,1,1,2
1,2,675,roboto,20,2,1,1,2
1,2,675,roboto,23,2,1,1,2
1,2,709,roboto,22,2,1,4,4
1,2,709,roboto,24,2,1,4,3
1,0,6,poynter_gothic_text,24,2,0.5,3,4
1,1,189,poynter_gothic_text,20,1,0,2,1
1,2,189,poynter_gothic_text,26,1,0.5,1,2
0,2,306,poynter_gothic_text,21,3,0,1,1
0,0,306,poynter_gothic_text,25,3,0.5,1,1
1,0,478,poynter_gothic_text,19,1,1,1,1
1,2,478,poynter_gothic_text,22,1,1,3,2
1,2,483,poynter_gothic_text,20,1,1,1,4
1,2,483,poynter_gothic_text,25,1,1,1,4
0,2,487,poynter_gothic_text,21,3,1,5,5
0,0,487,poynter_gothic_text,24,3,1,5,5
0,0,488,poynter_gothic_text,22,2,1,1,4
0,0,488,poynter_gothic_text,26,2,1,1,2
1,0,491,poynter_gothic_text,23,2,1,1,2
1,2,491,poynter_gothic_text,25,2,1,4,5
1,2,495,poynter_gothic_text,21,,1,1,3
1,2,495,poynter_gothic_text,22,,0.5,1,4
1,2,496,poynter_gothic_text,23,2,1,5,4
1,2,496,poynter_gothic_text,27,2,1,5,5
1,1,507,poynter_gothic_text,21,1,1,2,2
1,1,507,poynter_gothic_text,22,1,1,3,2
1,2,514,poynter_gothic_text,24,1,0.5,1,1
1,2,514,poynter_gothic_text,26,1,1,1,2
1,2,515,poynter_gothic_text,20,1,1,2,5
1,2,515,poynter_gothic_text,21,1,1,1,2
1,2,519,poynter_gothic_text,22,1,1,4,3
1,2,519,poynter_gothic_text,26,1,1,1,2
1,2,529,poynter_gothic_text,21,3,1,1,3
1,2,529,poynter_gothic_text,26,3,1,1,2
1,2,532,poynter_gothic_text,22,3,1,3,3
1,2,532,poynter_gothic_text,28,3,1,1,2
1,2,534,poynter_gothic_text,21,2,1,2,1
1,2,534,poynter_gothic_text,24,2,0.5,2,2
1,2,543,poynter_gothic_text,20,1,1,1,3
1,2,543,poynter_gothic_text,27,1,1,1,2
0,2,556,poynter_gothic_text,21,3,1,1,1
0,0,556,poynter_gothic_text,28,3,1,1,2
0,0,558,poynter_gothic_text,22,2,1,2,4
0,0,558,poynter_gothic_text,26,2,1,1,2
1,0,559,poynter_gothic_text,19,2,1,1,3
1,2,559,poynter_gothic_text,27,2,1,1,1
1,2,561,poynter_gothic_text,20,1,1,4,4
1,2,561,poynter_gothic_text,22,1,1,3,3
1,2,569,poynter_gothic_text,20,2,1,2,4
1,2,569,poynter_gothic_text,27,2,1,1,1
1,2,570,poynter_gothic_text,19,2,1,2,3
1,2,570,poynter_gothic_text,26,2,1,1,2
1,2,571,poynter_gothic_text,24,2,0.5,1,4
1,1,571,poynter_gothic_text,25,2,1,1,5
0,1,575,poynter_gothic_text,24,1,1,1,2
0,0,575,poynter_gothic_text,27,1,1,1,1
1,0,576,poynter_gothic_text,21,2,1,3,3
1,0,576,poynter_gothic_text,28,2,0.5,2,2
1,0,579,poynter_gothic_text,20,1,1,3,3
1,2,579,poynter_gothic_text,28,1,1,1,2
1,2,580,poynter_gothic_text,23,3,0.5,1,3
1,2,580,poynter_gothic_text,26,3,1,2,3
1,2,585,poynter_gothic_text,22,2,1,3,3
1,2,585,poynter_gothic_text,27,2,1,1,3
1,2,588,poynter_gothic_text,20,2,1,3,4
1,2,588,poynter_gothic_text,23,2,0.5,1,1
0,2,589,poynter_gothic_text,22,3,0.5,5,4
