id_user,font,elo,font_rank
2999,georgia,1416.5414714398933,8
3000,georgia,1403.4851327919603,7
3001,georgia,1410.629168918933,7
3004,georgia,1391.9402520887827,7
3005,georgia,1425.0383987836262,5
3006,georgia,1487.1305451981375,5
612,georgia,1388.76533458781,6
3009,georgia,1399.4871411197607,7
3010,georgia,1401.9021891249272,8
3019,georgia,1443.9245644105342,7
3024,georgia,1397.193782207375,7
3027,georgia,1468.0894739171777,5
3022,georgia,1491.4353901042111,3
3021,georgia,1490.7653151393815,4
3026,georgia,1418.3369453735445,7
3033,georgia,1427.0818009110449,7
3045,georgia,1379.232587273982,7
3038,georgia,1397.6056370911542,8
3043,georgia,1356.7286814990211,8
3036,georgia,1352.0152323577931,8
3049,georgia,1380.8372084708221,7
3041,georgia,1352.233484647851,7
3031,georgia,1358.99779269735,7
3046,georgia,1449.2568939133787,5
3032,georgia,1510.5663760950195,6
3054,georgia,1476.4713887048265,5
3051,georgia,1567.8127257058263,2
3070,georgia,1485.4635446502257,5
3068,georgia,1433.2071678330994,6
3062,georgia,1384.639751004246,6
3071,georgia,1395.6192677199447,6
3077,georgia,1406.208938686849,7
3067,georgia,1350.8879862581532,7
3048,georgia,1411.7657713277276,7
3079,georgia,1407.968186654646,7
3039,georgia,1421.3140388897775,6
3085,georgia,1383.3540804342022,6
3081,georgia,1425.5155142858393,6
3086,georgia,1534.1318822217927,5
3087,georgia,1539.12450014966,3
3059,georgia,1488.4194008820625,4
3091,georgia,1487.736481565679,5
3063,georgia,1498.8477425526803,4
3099,georgia,1498.9772572586464,3
3100,georgia,1514.312052881791,4
3093,georgia,1503.9086493349273,6
3094,georgia,1580.9556123240907,2
3065,georgia,1608.743748744464,2
3107,georgia,1564.062370233942,3
3095,georgia,1509.6633983679728,5
3082,georgia,1479.9970850366333,7
3083,georgia,1499.985003971105,4
3108,georgia,1522.6911810295333,5
3109,georgia,1606.9542101773657,2
3112,georgia,1532.7338123293123,2
3104,georgia,1510.3168361611802,3
3116,georgia,1436.467348248674,7
3119,georgia,1407.2720968267681,6
3121,georgia,1353.1786008536662,7
3118,georgia,1368.0747536738677,7
3122,georgia,1410.1943377644188,7
3117,georgia,1647.418271532745,2
3125,georgia,1532.076171856748,3
3124,georgia,1545.0805133501435,3
3096,georgia,1519.8818886984857,4
3127,georgia,1579.8041109818728,3
3128,georgia,1550.7774777229974,4
3129,georgia,1473.1517614766651,5
3131,georgia,1479.6094655207946,4
3133,georgia,1428.7280716858409,6
3135,georgia,1389.4209709671438,7
3138,georgia,1487.509218623175,5
3140,georgia,1474.4864223581865,6
3142,georgia,1429.4582345466852,7
3144,georgia,1348.0812007712655,8
3150,georgia,1367.222582059481,8
3155,georgia,1351.4885360623825,8
3158,georgia,1516.9743864700124,3
3147,georgia,1542.8939850562692,4
3160,georgia,1480.2634584991304,6
3162,georgia,1413.1481307090764,6
3163,georgia,1474.2354355668037,5
3164,georgia,1485.6694196559438,5
3166,georgia,1470.205514714965,5
3165,georgia,1390.3063055406851,8
3170,georgia,1391.2935408765984,7
637,georgia,1463.0361740049775,7
3172,georgia,1470.9341471734524,5
3173,georgia,1411.1332848581023,8
3175,georgia,1405.5266199434877,7
3345,georgia,1498.1255263775795,4
3335,georgia,1473.749849419462,6
3370,georgia,1440.7981675980957,6
3332,georgia,1462.2953399236592,6
3397,georgia,1566.3935982998737,2
3388,georgia,1597.871082131144,1
3346,georgia,1545.9405504457604,4
3408,georgia,1516.6539452943232,4
3384,georgia,1622.7674471422142,1
3415,georgia,1597.1765940695502,3
3394,georgia,1556.772922040594,3
3379,georgia,1544.314567657883,4
3366,georgia,1471.124950368092,5
3380,georgia,1506.788260652204,4
3393,georgia,1460.0906492818522,6
3434,georgia,1410.8877300645433,7
3351,georgia,1448.5574012762002,6
3424,georgia,1447.418378664268,7
3436,georgia,1592.9000818025088,2
3400,georgia,1593.3385343456923,2
3422,georgia,1578.5878511367875,2
3429,georgia,1488.9248259657024,6
3437,georgia,1528.824728811134,4
3447,georgia,1475.2459083686429,5
3356,georgia,1500.1256685439623,4
3377,georgia,1441.009722313619,6
3459,georgia,1538.9422857943348,3
3451,georgia,1569.1729906330079,3
3460,georgia,1491.1969038218003,4
3396,georgia,1485.665438603507,5
3442,georgia,1468.3494977372752,6
3343,georgia,1455.6021970777963,5
3463,georgia,1398.1268667195936,8
3454,georgia,1395.918402874298,7
3445,georgia,1491.2664119794795,6
3458,georgia,1450.810762963578,8
3439,georgia,1451.6711928895413,6
3471,georgia,1525.7228584545046,3
3470,georgia,1453.0800361664249,7
3468,georgia,1514.3480352947468,4
3477,georgia,1537.276327294273,3
3421,georgia,1522.0113173640232,4
3443,georgia,1525.1990412842904,4
3362,georgia,1486.8991015677161,5
3488,georgia,1408.7628791497834,7
3480,georgia,1442.8755866896433,7
3490,georgia,1421.2389653460655,7
3446,georgia,1399.5335845987322,8
3485,georgia,1440.5441414833977,8
3486,georgia,1471.7924786373892,6
3491,georgia,1415.9149550260977,8
3481,georgia,1431.9882483207289,7
3489,georgia,1461.629506996321,5
3374,georgia,1435.965203998611,7
3504,georgia,1554.318218003998,2
3474,georgia,1514.286998426112,3
3414,georgia,1526.6015545426783,3
3475,georgia,1468.0437151661752,5
3509,georgia,1476.9057422049398,3
3373,georgia,1426.8588421819995,7
3508,georgia,1426.1754132277288,6
3514,georgia,1444.3988018066655,6
3510,georgia,1355.8839234132035,7
3515,georgia,1437.5014364778017,5
3519,georgia,1385.5903108204625,7
3472,georgia,1409.587815663304,7
3494,georgia,1425.4816812878669,7
3523,georgia,1365.4062651032295,7
3464,georgia,1370.8511988764578,7
3501,georgia,1374.7046434677104,7
3493,georgia,1407.395507808977,8
3520,georgia,1405.330178461136,7
3524,georgia,1338.7691049264806,8
3521,georgia,1373.416829693812,8
3478,georgia,1579.399651515367,1
3528,georgia,1466.4458997684526,4
3531,georgia,1562.1275146235487,2
3527,georgia,1590.7075503775186,2
3526,georgia,1554.010140102557,2
3506,georgia,1603.757873695569,1
3538,georgia,1636.9199147889578,1
3530,georgia,1551.6122086590915,4
3498,georgia,1541.782303240427,4
3534,georgia,1632.6542204980533,1
3354,georgia,1609.1889705242947,1
3540,georgia,1532.4527375463467,2
3539,georgia,1532.553972798698,2
3536,georgia,1540.1444635035825,4
3363,georgia,1472.2819365972998,6
3543,georgia,1423.258572722479,8
3544,georgia,1368.198851172874,8
3547,georgia,1342.4003378416437,8
3545,georgia,1305.0777653633545,8
3541,georgia,1418.9027300967111,7
3546,georgia,1530.9562160250973,3
3548,georgia,1450.515803328133,6
3533,georgia,1406.1252273397254,8
3499,georgia,1489.201333424699,5
3552,georgia,1491.0316359224937,5
3550,georgia,1417.202849937608,6
3553,georgia,1371.487120694164,8
3549,georgia,1419.4758803103277,5
3561,georgia,1381.2302064120036,7
3551,georgia,1484.9554745858552,5
3569,georgia,1415.460506726287,8
3513,georgia,1420.6305460933074,7
3574,georgia,1507.39943012012,5
3575,georgia,1640.2071930095522,1
689,georgia,1637.8231885850444,1
3582,georgia,1643.567781618029,1
3584,georgia,1633.5563616598738,2
3580,georgia,1666.6782326697305,2
3588,georgia,1618.9678573463978,1
3581,georgia,1548.805322458975,2
3591,georgia,1518.7625325588328,4
3590,georgia,1608.6215807947463,3
3589,georgia,1570.3639364211406,3
3593,georgia,1481.0714066335318,5
3592,georgia,1468.7502572717008,5
3595,georgia,1487.9257670367151,4
3598,georgia,1453.4105020792347,5
3600,georgia,1392.245089833343,7
3602,georgia,1497.4664512811282,5
3610,georgia,1521.8688253173214,3
3604,georgia,1468.880652307884,5
3615,georgia,1475.2321082429476,6
3614,georgia,1532.623333242978,5
3596,georgia,1447.8688938439518,7
3613,georgia,1457.5884210562028,5
3611,georgia,1389.6131140272973,7
3616,georgia,1403.3743292033585,6
3620,georgia,1506.14346520062,3
3606,georgia,1433.3603047492636,7
3618,georgia,1395.9093330389003,8
3622,georgia,1412.7613958210252,6
3619,georgia,1479.0719421176777,5
3626,georgia,1504.9257838624674,4
3630,georgia,1516.3068135066876,5
3628,georgia,1460.6842703018654,7
3633,georgia,1481.0846354463213,5
3632,georgia,1522.869801125998,3
3636,georgia,1479.899857490969,6
3646,georgia,1545.8916116064993,2
3642,georgia,1465.9409233508209,7
3648,georgia,1522.7096533344984,3
3643,georgia,1472.164857661446,5
3647,georgia,1452.0057024040427,6
3645,georgia,1428.294478676944,5
3625,georgia,1423.7070664730973,5
3652,georgia,1416.8543009098287,5
3641,georgia,1358.905914509515,8
3650,georgia,1319.8089484941256,8
3653,georgia,1259.458348313613,8
3657,georgia,1282.5835401941795,8
3661,georgia,1296.155264667994,7
3662,georgia,1421.7785345864143,7
3656,georgia,1477.116547593225,5
3644,georgia,1495.0796273136407,3
3664,georgia,1625.6125861037574,2
3658,georgia,1546.6452079601272,3
3665,georgia,1564.1075342556605,3
3666,georgia,1474.8041888375494,5
3669,georgia,1457.8114818539364,5
3663,georgia,1458.4171092691984,6
3676,georgia,1460.591873687623,5
3673,georgia,1362.4405149568738,7
3671,georgia,1449.9568315275753,6
3681,georgia,1426.9898979572852,7
3685,georgia,1434.5753765303116,6
3682,georgia,1394.9272999232603,7
3688,georgia,1369.4747901110595,7
3683,georgia,1408.4130499934934,7
3690,georgia,1524.3647156945297,3
3689,georgia,1497.4219378484188,5
3695,georgia,1510.3168096625263,5
3696,georgia,1470.4416282214227,7
3697,georgia,1643.195361238668,1
3704,georgia,1657.9247181358883,2
3705,georgia,1555.2864826426066,3
3706,georgia,1472.4955269262998,7
3707,georgia,1452.1243787066485,7
3712,georgia,1397.9635529430948,7
3713,georgia,1450.7355076250517,6
3731,georgia,1452.897161477743,6
3748,georgia,1555.3022353031527,3
3739,georgia,1469.4416332205633,5
3745,georgia,1499.1682338637581,5
3749,georgia,1467.4749148007206,6
3761,georgia,1427.1083461012233,6
3732,georgia,1404.3830893741767,7
3762,georgia,1435.1710959558482,7
3744,georgia,1389.6668445269788,7
3774,georgia,1402.970135656947,7
3769,georgia,1559.871878298075,2
3736,georgia,1608.307181411278,1
3771,georgia,1521.8979881660337,3
3747,georgia,1519.1625285059763,3
3738,georgia,1630.036826499618,2
3756,georgia,1563.949770156197,3
3775,georgia,1599.6867258986495,2
3750,georgia,1541.2217318686392,3
3746,georgia,1679.8524422809624,1
3777,georgia,1665.943538566682,2
3768,georgia,1515.3301703684035,4
3755,georgia,1486.9880281330231,3
3780,georgia,1456.3815974943004,6
3741,georgia,1398.191115784109,7
3795,georgia,1434.2447067216247,7
3799,georgia,1533.7207821764857,4
3791,georgia,1530.0348357191335,4
3727,georgia,1489.607946130396,5
3735,georgia,1455.8943366972517,6
3806,georgia,1439.9956674956095,6
3803,georgia,1422.7774453306863,7
3772,georgia,1362.1721771525624,8
3808,georgia,1331.2647698423193,8
3810,georgia,1302.8486647875015,8
3804,georgia,1297.9561415437342,8
3773,georgia,1515.030152675301,3
3814,georgia,1485.4893933803633,5
3767,georgia,1441.4406040652468,7
3822,georgia,1468.052146265911,6
3817,georgia,1475.5237659752672,5
3778,georgia,1514.5124047913964,3
3827,georgia,1474.3265857897495,4
3823,georgia,1496.0500734991595,4
3836,georgia,1468.7404257632304,6
3844,georgia,1396.5505016434445,8
3838,georgia,1358.6302701188758,8
3831,georgia,1463.9861234563657,6
3833,georgia,1553.8480075436717,2
3842,georgia,1576.440692411795,2
3819,georgia,1561.2473697669793,2
3846,georgia,1501.8831084940025,5
3841,georgia,1461.8678072244857,7
3854,georgia,1427.5785239286702,6
3848,georgia,1442.5469508432948,6
3843,georgia,1493.9719020534649,5
3851,georgia,1457.4787191347145,6
505,georgia,1440.1351218315738,7
3856,georgia,1393.705412748779,8
3834,georgia,1357.9614550615772,8
3850,georgia,1469.5372112658383,6
3862,georgia,1458.883385487122,7
3860,georgia,1471.620302765233,5
3864,georgia,1451.2833790153863,5
3857,georgia,1535.156209114866,3
3867,georgia,1585.0475510192489,2
3869,georgia,1631.3306125582421,1
3855,georgia,1543.9786574956877,2
3872,georgia,1589.9923781763855,2
3853,georgia,1516.521432171986,4
3873,georgia,1567.0599956595947,1
3876,georgia,1493.1182733155863,6
3870,georgia,1448.547172141826,6
3871,georgia,1575.8137118143723,2
3880,georgia,1535.07755374193,4
3881,georgia,1532.9935117541295,4
3740,georgia,1522.8596287138425,4
3878,georgia,1547.9995190054033,3
3877,georgia,1578.399427028313,3
3888,georgia,1570.5321536807087,3
3887,georgia,1646.6596586404949,2
3886,georgia,1644.8980441241222,2
3884,georgia,1566.11152292566,3
3893,georgia,1509.2575759419055,4
3891,georgia,1415.2141858145997,8
3890,georgia,1469.5990317364963,5
3845,georgia,1489.1117677323084,4
3861,georgia,1472.147605394251,5
3776,georgia,1422.7927885135073,7
3905,georgia,1425.6134472099823,7
3901,georgia,1407.799727147314,8
3904,georgia,1515.6875086202049,3
3906,georgia,1522.1546750680839,3
