,url,font,file_name
59,https://readability-test.org/fonts_spacing_study.html?1?open_sans?14.516127px?1pt?1pt?1.5em?480px,open_sans,-2398520587246578032
60,https://readability-test.org/fonts_spacing_study.html?4?noto_sans?14.507869px?1pt?1pt?1.5em?480px,noto_sans,3297112361114066741
61,https://readability-test.org/fonts_spacing_study.html?2?avantgarde?14.29299px?1pt?1pt?1.5em?480px,avantgarde,-878906120378428590
62,https://readability-test.org/fonts_spacing_study.html?6?garamond?16.418425px?1pt?1pt?1.5em?480px,garamond,-4312552007675226190
63,https://readability-test.org/fonts_spacing_study.html?7?utopia?15.250897px?1pt?1pt?1.5em?480px,utopia,-2282653562468619164
64,https://readability-test.org/fonts_spacing_study.html?8?montserrat?13.688213px?1pt?1pt?1.5em?480px,montserrat,-6459943725227225969
65,https://readability-test.org/fonts_spacing_study.html?-1?avantgarde?14.29299px?1pt?1pt?1.5em?480px,avantgarde,-2742821674277936365
66,https://readability-test.org/fonts_spacing_study.html?1?oswald?16px?1pt?1pt?1.5em?480px,oswald,893668742536852911
67,https://readability-test.org/fonts_spacing_study.html?0?oswald?16px?1pt?1pt?1.5em?480px,oswald,-1922470792734807357
68,https://readability-test.org/fonts_spacing_study.html?0?arial?14.926044px?1pt?1pt?1.5em?480px,arial,-5937952018401779958
69,https://readability-test.org/fonts_spacing_study.html?4?helvetica?14.936339px?1pt?1pt?1.5em?480px,helvetica,-677984869914258739
70,https://readability-test.org/fonts_spacing_study.html?5?times?16px?1pt?1pt?1.5em?480px,times,8969178846479039973
71,https://readability-test.org/fonts_spacing_study.html?6?lato?14.910544px?1pt?1pt?1.5em?480px,lato,3078167485914640960
72,https://readability-test.org/fonts_spacing_study.html?2?lato?14.910544px?1pt?1pt?1.5em?480px,lato,4422039366782757260
73,https://readability-test.org/fonts_spacing_study.html?7?open_sans?14.516127px?1pt?1pt?1.5em?480px,open_sans,5943186542171121067
74,https://readability-test.org/fonts_spacing_study.html?8?calibri?16px?1pt?1pt?1.5em?480px,calibri,909796393599233746
75,https://readability-test.org/fonts_spacing_study.html?6?avenir_next?15.045914px?1pt?1pt?1.5em?480px,avenir_next,-1331341597396475957
76,https://readability-test.org/fonts_spacing_study.html?3?times?16px?1pt?1pt?1.5em?480px,times,2724460620510717731
77,https://readability-test.org/fonts_spacing_study.html?-1?oswald?16px?1pt?1pt?1.5em?480px,oswald,-4111537918033030805
78,https://readability-test.org/fonts_spacing_study.html?5?noto_sans?14.507869px?1pt?1pt?1.5em?480px,noto_sans,-8945627316795199869
79,https://readability-test.org/fonts_spacing_study.html?0?poynter_gothic_text?14.845362px?1pt?1pt?1.5em?480px,poynter_gothic_text,6985661896508981290
80,https://readability-test.org/fonts_spacing_study.html?4?utopia?15.250897px?1pt?1pt?1.5em?480px,utopia,-2256239791052323929
81,https://readability-test.org/fonts_spacing_study.html?1?garamond?16.418425px?1pt?1pt?1.5em?480px,garamond,7681180997491197702
82,https://readability-test.org/fonts_spacing_study.html?2?open_sans?14.516127px?1pt?1pt?1.5em?480px,open_sans,8306208260450224541
83,https://readability-test.org/fonts_spacing_study.html?7?avantgarde?14.29299px?1pt?1pt?1.5em?480px,avantgarde,-4933344999147847496
84,https://readability-test.org/fonts_spacing_study.html?7?calibri?16px?1pt?1pt?1.5em?480px,calibri,-8149782574172601492
85,https://readability-test.org/fonts_spacing_study.html?8?helvetica?14.936339px?1pt?1pt?1.5em?480px,helvetica,230556827820576083
86,https://readability-test.org/fonts_spacing_study.html?6?open_sans?14.516127px?1pt?1pt?1.5em?480px,open_sans,-717357482280480583
87,https://readability-test.org/fonts_spacing_study.html?0?helvetica?14.936339px?1pt?1pt?1.5em?480px,helvetica,6177106056752340948
88,https://readability-test.org/fonts_spacing_study.html?4?avenir_next?15.045914px?1pt?1pt?1.5em?480px,avenir_next,-5703175153023974756
89,https://readability-test.org/fonts_spacing_study.html?1?times?16px?1pt?1pt?1.5em?480px,times,-6587500708002943468
90,https://readability-test.org/fonts_spacing_study.html?2?noto_sans?14.507869px?1pt?1pt?1.5em?480px,noto_sans,-8345606107144080842
91,https://readability-test.org/fonts_spacing_study.html?2?calibri?16px?1pt?1pt?1.5em?480px,calibri,1527008879688302853
92,https://readability-test.org/fonts_spacing_study.html?6?roboto?14.801447px?1pt?1pt?1.5em?480px,roboto,5336260317233645057
